name,region_length,reads,cpm_evseq,fpkm_evseq,ev_abundance,gene_id,count,cpm_srr,fpkm_srr,srr_abundance
YLR248W,1833,6816,3985.6106357797435,497.1557422,preferentially_represented,YLR248W,233,58.30998639850746,31.828595195691847,not_preferentially_represent
YLR247C,4671,17205,10060.509241283817,492.4590839,preferentially_represented,YLR247C,45,11.261585355934917,2.4114743802858496,not_preferentially_represent
YHL014C,1218,4431,2590.997759263504,486.3845878,preferentially_represented,YHL014C,16,4.004119237665749,3.2901554952060383,not_preferentially_represent
YMR259C,4263,15402,9006.216991238205,483.0444867,preferentially_represented,YMR259C,59,14.765189688892448,3.4643804995055016,not_preferentially_represent
YGR105W,234,842,492.35389602795544,481.0847355,preferentially_represented,YGR105W,185,46.29762868551022,198.70226903652454,not_preferentially_represent
YGL132W,336,1205,704.6157300637605,479.4828882,preferentially_represented,YGL132W,5,1.2512872617705466,3.735185856031482,not_preferentially_represent
YLR346C,306,1080,631.5228120073538,471.875764,preferentially_represented,YLR346C,5,1.2512872617705466,3.5751064622015614,not_preferentially_represent
YLR243W,819,2878,1682.8913453307075,469.8207902,preferentially_represented,YLR243W,137,34.28527097251297,41.91353419622613,not_preferentially_represent
YGR103W,1818,6327,3699.671140343081,465.2959782,preferentially_represented,YGR103W,237,59.3110162079239,32.64227639401425,not_preferentially_represent
YPL054W,906,3098,1811.5348811099832,457.1708791,preferentially_represented,YPL054W,12,3.0030894282493112,3.3183308599439907,not_preferentially_represent
YPL057C,1149,3915,2289.2701935266573,455.5510803,preferentially_represented,YPL057C,481,120.37383458232657,104.85525660481409,not_preferentially_represent
YDL114W,927,3148,1840.7720483325459,454.0255913,preferentially_represented,YDL114W,2,0.5005149047082186,4.429335439895739,not_preferentially_represent
YHL017W,1599,5259,3075.1652484691417,439.7238788,preferentially_represented,YHL017W,164,41.04222218607393,25.68349323283725,not_preferentially_represent
YNL114C,372,1216,711.0479068527243,437.0347578,preferentially_represented,YNL114C,248,62.0638481838191,167.28800049546928,not_preferentially_represent
YGR152C,819,2647,1547.8156327624679,432.1110604,preferentially_represented,YGR152C,35,8.759010832393825,26.146300992220375,not_preferentially_represent
YNL113W,429,1380,806.9458153427297,430.0779108,preferentially_represented,YNL113W,327,81.83418691979374,220.57732323394538,not_preferentially_represent
YLR388W,664,2134,1247.842297058975,429.6864701,preferentially_represented,YLR388W,1333,333.5931839880277,503.15714025343544,not_preferentially_represent
YJL197C-A,282,904,528.6079833839332,428.592597,preferentially_represented,YJL197C-A,2,0.5005149047082186,1.7811918317018456,not_preferentially_represent
YGR104C,924,2940,1719.1454326866851,425.4031509,preferentially_represented,YGR104C,43,10.7610704512267,11.658797888652979,not_preferentially_represent
YKL180W,861,2675,1564.188446407103,415.3803788,preferentially_represented,YKL180W,5454,1364.904145139312,1587.0978431852466,not_preferentially_represent
YER099C,957,2943,1720.8996627200388,411.1531932,preferentially_represented,YER099C,347,86.83933596687592,90.83612548836393,not_preferentially_represent
YPL174C,2607,7899,4618.887677820451,405.0945737,preferentially_represented,YPL174C,18,4.504634142373967,1.7285626025993734,not_preferentially_represent
YMR230W-A,189,572,334.473193026117,404.6313871,preferentially_represented,YMR230W-A,2,0.5005149047082186,2.6623133229160563,not_preferentially_represent
YDL116W,2181,6558,3834.7468529113203,402.0139189,preferentially_represented,YDL116W,66,16.516991855371213,7.5766017685189055,not_preferentially_represent
YHL013C,924,2767,1617.9848340966182,400.3709247,preferentially_represented,YHL013C,23,5.755921404144513,6.236101196256245,not_preferentially_represent
YGR102C,552,1647,963.0722883112145,398.9145386,preferentially_represented,YGR102C,47,11.762100260643136,21.346824429479376,not_preferentially_represent
YLR154C-H,132,388,226.88041764708635,392.9914823,preferentially_represented,YLR154C-H,134,33.534498615450644,255.98853904924155,not_preferentially_represent
YLR246W,1080,3164,1850.127941843766,391.6860123,preferentially_represented,YLR246W,101,25.27600268776504,23.425396374203,not_preferentially_represent
YGR147C,867,2537,1483.49386487283,391.2251024,preferentially_represented,YGR147C,231,57.80947149379924,66.7545860205534,not_preferentially_represent
YER100W,753,2185,1277.6642076259889,387.9554063,preferentially_represented,YER100W,109,27.278062306597914,36.27401902473127,not_preferentially_represent
YOR020W-A,273,777,454.3455786386239,380.5254559,not_preferentially_represent,YOR020W-A,34,8.508753380039716,31.28218154426366,not_preferentially_represent
YDL113C,1923,5436,3178.664820437014,377.9423046,not_preferentially_represent,YDL113C,20,5.005149047082186,2.6041358205422402,not_preferentially_represent
YNL053W,1470,4140,2420.8374460281893,376.5375995,not_preferentially_represent,YNL053W,224,56.057669327320475,38.1604284052556,not_preferentially_represent
YDL148C,2433,6665,3897.3143907676044,366.254853,not_preferentially_represent,YDL148C,50,12.512872617705465,5.145095648727576,not_preferentially_represent
YER023C-A,213,577,337.3969097483733,362.177572,not_preferentially_represent,YER023C-A,140,35.0360433295753,165.2643553281854,not_preferentially_represent
YDR495C,3036,8197,4793.141194466924,360.976152,not_preferentially_represent,YDR495C,26,6.506693761206842,2.1438859180253185,not_preferentially_represent
YPL058C,4536,12139,7098.199458293766,357.7957756,not_preferentially_represent,YPL058C,260,65.06693761206841,14.347726044557534,not_preferentially_represent
YLR038C,252,673,393.5322708156936,357.0589032,not_preferentially_represent,YLR038C,139,34.78578587722119,138.58878835546292,not_preferentially_represent
YKL177W,339,905,529.1927267283843,356.9227448,not_preferentially_represent,YKL177W,82,20.521111093036964,60.71334642910344,not_preferentially_represent
YOR020C,321,849,496.4470994391142,353.6128194,not_preferentially_represent,YOR020C,598,149.65395650775736,467.66861408674174,not_preferentially_represent
YGR101W,1041,2733,1598.1035603852758,351.0057617,not_preferentially_represent,YGR101W,246,61.563333279110886,59.19551276837585,not_preferentially_represent
YDL244W,1023,2584,1510.976802062039,337.7086765,not_preferentially_represent,YDL244W,10,2.502574523541093,2.4487030563024392,not_preferentially_represent
YHL018W,363,897,524.5147799727744,330.3780315,not_preferentially_represent,YHL018W,8,2.0020596188328743,5.530551433239984,not_preferentially_represent
YKL179C,2040,5011,2930.1488990452312,328.4124241,not_preferentially_represent,YKL179C,33,8.258495927685606,4.05026774285709,not_preferentially_represent
YGR153W,654,1599,935.0046077775543,326.8858026,not_preferentially_represent,YGR153W,33,8.258495927685606,12.647007546226044,not_preferentially_represent
YPL173W,894,2184,1277.0794642815374,326.6182582,not_preferentially_represent,YPL173W,70,17.51802166478765,19.617045537276205,not_preferentially_represent
YKL181W,1284,3111,1819.1365445878496,323.9368319,not_preferentially_represent,YKL181W,1900,475.4891594728076,370.607294990497,not_preferentially_represent
YDL242W,354,839,490.5996659946017,316.8721291,not_preferentially_represent,YDL242W,5,1.2512872617705466,3.5447231211630212,not_preferentially_represent
YJR087W,351,822,480.65902913893035,313.1050298,not_preferentially_represent,YJR087W,63,15.766219498308887,45.04634142373967,not_preferentially_represent
YNL112W,2643,6176,3611.3748953309414,312.4175824,not_preferentially_represent,YNL112W,4188,1048.0782104590096,396.69879275511346,not_preferentially_represent
YGR106C,798,1864,1089.9615940571364,312.2973937,not_preferentially_represent,YGR106C,1648,412.42428147957213,517.4708676029763,not_preferentially_represent
YLR387C,1299,3020,1765.9249002427853,310.8301479,not_preferentially_represent,YLR387C,60,15.015447141246558,11.568141094951123,not_preferentially_represent
YJR086W,333,774,452.5913486052702,310.757823,not_preferentially_represent,YJR086W,56,14.014417331830119,42.21210039707868,not_preferentially_represent
YGL131C,4212,9716,5681.366334688379,308.4071846,not_preferentially_represent,YGL131C,32,8.008238475331497,23.905189478601486,not_preferentially_represent
YGR049W,564,1292,755.4884010310195,306.2730284,not_preferentially_represent,YGR049W,223,55.80741187496637,99.12506549727597,not_preferentially_represent
YLR245C,429,974,569.5400174955208,303.5477429,not_preferentially_represent,YLR245C,24,6.0061788564986225,14.033128169389306,not_preferentially_represent
YHL012W,1482,3266,1909.7717629777937,294.641095,not_preferentially_represent,YHL012W,13,3.253346880603421,2.1967230794081165,not_preferentially_represent
YOR019W,2193,4775,2792.1494697547355,291.1119862,not_preferentially_represent,YOR019W,36,9.009268284747934,3.4255772945809637,not_preferentially_represent
YJR085C,318,692,404.6423943602674,290.9405916,not_preferentially_represent,YJR085C,362,90.59319775218756,285.78295820879356,not_preferentially_represent
YKL178C,1413,3073,1796.9162974987019,290.7674191,not_preferentially_represent,YKL178C,646,161.6663142207546,114.49455681356558,not_preferentially_represent
YER101C,1293,2809,1642.544054563571,290.4547997,not_preferentially_represent,YER101C,25,6.256436308852733,4.842442963508307,not_preferentially_represent
YGR048W,1086,2347,1372.3926294270918,288.9406248,not_preferentially_represent,YGR048W,111,27.778577211306132,25.60237530995957,not_preferentially_represent
YDR494W,1086,2316,1354.265585749103,285.1241955,not_preferentially_represent,YDR494W,60,15.015447141246558,13.839121789167335,not_preferentially_represent
YLR042C,486,1034,604.6246181625961,284.4524067,not_preferentially_represent,YLR042C,58,14.514932236538339,29.92769533306874,not_preferentially_represent
YPR197C,564,1195,698.7682966192478,283.2788459,not_preferentially_represent,YPR197C,49,12.262615165351356,21.780843988190686,not_preferentially_represent
YLR039C,3171,6613,3866.9077368561393,278.8223761,not_preferentially_represent,YLR039C,28,7.007208665915059,2.2104759198470223,not_preferentially_represent
YPL053C,1341,2772,1620.9085508188746,276.3692954,not_preferentially_represent,YPL053C,340,85.08753380039717,63.49815955253519,not_preferentially_represent
YDL243C,990,2022,1182.3510424804344,273.0683083,not_preferentially_represent,YDL243C,26,6.506693761206842,6.579063459258687,not_preferentially_represent
YLR041W,321,652,381.25266058221723,271.5613172,not_preferentially_represent,YLR041W,793,198.45415971680868,294.4423734670752,not_preferentially_represent
YGR050C,357,714,417.50674793819496,267.3962663,not_preferentially_represent,YGR050C,26,6.506693761206842,18.277229666311353,not_preferentially_represent
YDR504C,384,762,445.57442847185513,265.307233,not_preferentially_represent,YDR504C,13,3.253346880603421,8.494378278337914,not_preferentially_represent
YOL104C,1059,2073,1212.1729530474483,261.7150425,not_preferentially_represent,YOL104C,7,1.7518021664787649,1.6557676431746362,not_preferentially_represent
YDL241W,372,728,425.6931547605125,261.645809,not_preferentially_represent,YDL241W,99,24.77548778305682,66.78029052036878,not_preferentially_represent
YNL137C,1461,2836,1658.3321248637546,259.5262872,not_preferentially_represent,YNL137C,103,25.776517592473258,17.655149035940585,not_preferentially_represent
YPR198W,1632,3138,1834.9246148880334,257.073984,not_preferentially_represent,YPR198W,341,85.33779125275127,151.5768938770005,not_preferentially_represent
YGR047C,3078,5906,3453.494192329103,256.5370937,not_preferentially_represent,YGR047C,33,8.258495927685606,2.6839440778958745,not_preferentially_represent
YGR154C,1071,2055,1201.6475728473258,256.5356336,not_preferentially_represent,YGR154C,13,3.253346880603421,3.040511103367683,not_preferentially_represent
YDR033W,963,1841,1076.5124971347575,255.5952888,not_preferentially_represent,YDR033W,4496,1125.1575057840753,1169.602396864943,not_preferentially_represent
YPL059W,453,855,499.9555595058217,252.3441586,not_preferentially_represent,YPL059W,245,61.31307582675678,135.64839784680703,not_preferentially_represent
YMR231W,3090,5809,3396.7740879173316,251.3438367,not_preferentially_represent,YMR231W,28,7.007208665915059,2.268439192591473,not_preferentially_represent
YLR390W,339,631,368.97305034874097,248.8599469,not_preferentially_represent,YLR390W,70,17.51802166478765,51.828466463868786,not_preferentially_represent
YDL117W,2658,4934,2885.123661522485,248.1815609,not_preferentially_represent,YDL117W,116,29.029864473076678,10.92580522133108,not_preferentially_represent
YMR232W,2034,3775,2207.406125303482,248.136899,not_preferentially_represent,YMR232W,5,1.2512872617705466,0.6154880776047941,not_preferentially_represent
YJL197W,3765,6978,4080.3390575808467,247.7943089,not_preferentially_represent,YJL197W,71,17.76827911714176,4.720584250037662,not_preferentially_represent
YER023W,861,1579,923.3097408885292,245.1908853,not_preferentially_represent,YER023W,975,244.00101604525656,283.7221116805309,not_preferentially_represent
YMR208W,1332,2438,1425.604273772156,244.7117482,not_preferentially_represent,YMR208W,419,104.8578725363718,78.78127162762719,not_preferentially_represent
YDR034C,2373,4332,2533.10816816283,244.0709283,not_preferentially_represent,YDR034C,47,11.762100260643136,4.9587269226994675,not_preferentially_represent
YDL112W,4311,7792,4556.320139964167,241.6552664,not_preferentially_represent,YDL112W,176,44.04531161432323,10.219329840910264,not_preferentially_represent
YPL172C,1389,2468,1443.1465741056936,237.5572301,not_preferentially_represent,YPL172C,91,22.773428164223944,16.407368994397654,not_preferentially_represent
YLR244C,1164,2055,1201.6475728473258,236.0392299,not_preferentially_represent,YLR244C,890,222.72913259515727,191.51258176711718,not_preferentially_represent
YOR304C-A,231,405,236.82105450275765,234.4058179,not_preferentially_represent,YOR304C-A,18,4.504634142373967,19.585365836408553,not_preferentially_represent
YMR261C,3165,5504,3218.427367859699,232.5037993,not_preferentially_represent,YMR261C,152,38.03913275782461,12.022481908288436,not_preferentially_represent
YJR084W,1272,2212,1293.4522779261727,232.5002127,not_preferentially_represent,YJR084W,109,27.278062306597914,21.461890091737146,not_preferentially_represent
YDR496C,1971,3409,1993.390061234323,231.2414693,not_preferentially_represent,YDR496C,175,43.79505416196912,22.23099196039042,not_preferentially_represent
YJR088C,879,1520,888.8098835659052,231.1958616,not_preferentially_represent,YJR088C,146,36.537588043699955,41.61456497004551,not_preferentially_represent
YDL147W,1338,2297,1343.1554622045292,229.525121,not_preferentially_represent,YDL147W,98,24.525230330702712,18.343478183023716,not_preferentially_represent
YLR395C,237,406,237.4057978472089,229.0356205,not_preferentially_represent,YLR395C,178,44.54582651903145,188.75350219928583,not_preferentially_represent
YDL064W,584,991,579.4806543511922,226.8747431,not_preferentially_represent,YDL064W,180,45.04634142373967,77.266451841749,not_preferentially_represent
YGR100W,2853,4819,2817.8781769105904,225.8294089,not_preferentially_represent,YGR100W,50,12.512872617705465,4.387402741130948,not_preferentially_represent
YMR230W,728,1225,716.3105969527854,224.9728202,not_preferentially_represent,YMR230W,2120,530.5457989907117,729.7741389143215,not_preferentially_represent
YNL115C,1935,3256,1903.9243295332813,224.9721558,not_preferentially_represent,YNL115C,57,14.264674784184228,7.375736703301049,not_preferentially_represent
YDL149W,2994,5012,2930.7336423896822,223.8126397,not_preferentially_represent,YDL149W,17,4.254376690019858,1.421442261951172,not_preferentially_represent
YER024W,2772,4623,2703.268481398145,222.9749169,not_preferentially_represent,YER024W,63,15.766219498308887,5.68972194092706,not_preferentially_represent
YIL073C,3018,5000,2923.716722256267,221.5012146,not_preferentially_represent,YIL073C,44,11.011327903580808,3.6497606574679513,not_preferentially_represent
YLR389C,3084,5080,2970.4961898123674,220.2290909,not_preferentially_represent,YLR389C,98,24.525230330702712,7.954988754687872,not_preferentially_represent
YMR233W,681,1116,652.5735724075989,219.1000244,not_preferentially_represent,YMR233W,39,9.760040641810262,14.353000943838621,not_preferentially_represent
YGR051C,324,530,309.91397255916434,218.7037363,not_preferentially_represent,YGR051C,2,0.5005149047082186,1.5495817483226582,not_preferentially_represent
YLR386W,2643,4307,2518.489584551549,217.8728186,not_preferentially_represent,YLR386W,79,19.770338735974633,7.483095660853381,not_preferentially_represent
YMR043W,861,1389,812.2085054427911,215.6872322,not_preferentially_represent,YMR043W,149,37.288360400762286,43.35855860553754,not_preferentially_represent
YIL074C,1410,2247,1313.9182949819665,213.0636207,not_preferentially_represent,YIL074C,269,67.3192546832554,47.77803739052903,not_preferentially_represent
YDL240W,3054,4849,2835.420477244128,212.2797144,not_preferentially_represent,YDL240W,54,13.513902427121902,4.42643381170059,not_preferentially_represent
YEL008C-A,93,147,85.95727163433425,211.3293072,not_preferentially_represent,YEL008C-A,5,1.2512872617705466,13.60094849750594,not_preferentially_represent
YLR040C,675,1050,613.9805116738162,207.9748738,not_preferentially_represent,YLR040C,4350,1088.6199177403753,1615.1630827008537,not_preferentially_represent
YJR089W,2865,4447,2600.353652774724,207.523769,not_preferentially_represent,YJR089W,17,4.254376690019858,1.4854667213756487,not_preferentially_represent
YER022W,2064,3178,1858.3143486660833,205.8588504,not_preferentially_represent,YER022W,33,8.258495927685606,4.0031487773560865,not_preferentially_represent
YMR019W,2850,4354,2545.9725217407577,204.2532181,not_preferentially_represent,YMR019W,37,9.259525737102043,3.2500967838196013,not_preferentially_represent
YER098W,2265,3458,2022.0424851124346,204.1183861,not_preferentially_represent,YER098W,22,5.505663951790404,2.4318303673985886,not_preferentially_represent
YNL138W,1581,2411,1409.8162034719721,203.8875389,not_preferentially_represent,YNL138W,241,60.312046017340336,159.134686061584,not_preferentially_represent
YJR082C,342,521,304.6512824591031,203.6746414,not_preferentially_represent,YJR082C,52,13.013387522413684,38.162426751946285,not_preferentially_represent
YER013W,3438,5018,2934.2421024563896,195.1417196,not_preferentially_represent,YER013W,42,10.510812998872591,3.058135873980969,not_preferentially_represent
YER014W,1620,2319,1356.0198157824568,191.3864017,not_preferentially_represent,YER014W,59,14.765189688892448,9.119944217969394,not_preferentially_represent
YLR242C,966,1382,808.1153020316324,191.2741408,not_preferentially_represent,YLR242C,39,9.760040641810262,10.114031753171256,not_preferentially_represent
YER012W,597,829,484.7522325500891,185.6545266,not_preferentially_represent,YER012W,144,36.03707313899174,60.464887817100234,not_preferentially_represent
YDR193W,399,554,323.94781282599445,185.6360044,not_preferentially_represent,YDR193W,6,1.5015447141246556,3.772725412373507,not_preferentially_represent
YOR305W,729,999,584.1586011068023,183.2159602,not_preferentially_represent,YOR305W,11,2.752831975895202,3.7813626042516515,not_preferentially_represent
YDR503C,825,1127,659.0057491965626,182.6397528,not_preferentially_represent,YDR503C,83,20.771368545391073,25.207971535668776,not_preferentially_represent
YJL196C,933,1271,743.2087907975431,182.1332553,not_preferentially_represent,YJL196C,577,144.39855000832108,154.93406653253334,not_preferentially_represent
YGR155W,1524,2066,1208.0797496362895,181.2469443,not_preferentially_represent,YGR155W,1917,479.74353616282747,314.9990388462426,not_preferentially_represent
YDL063C,1863,2515,1470.6295112949024,180.4888915,not_preferentially_represent,YDL063C,92,23.023685616578053,12.365029869268557,not_preferentially_represent
YGL130W,1380,1847,1080.020957201465,178.9423565,not_preferentially_represent,YGL130W,317,79.33161239625265,57.528362868928674,not_preferentially_represent
YDR246W-A,201,269,157.29595965738716,178.9293424,not_preferentially_represent,YDR246W-A,6,1.5015447141246556,7.507723570623279,not_preferentially_represent
YMR044W,1428,1911,1117.4445312463454,178.9195605,not_preferentially_represent,YMR044W,46,11.511842808289027,8.067163846032955,not_preferentially_represent
YMR234W,1047,1393,814.547478820596,177.8810883,not_preferentially_represent,YMR234W,26,6.506693761206842,6.2205485288784335,not_preferentially_represent
YDR246W,660,878,513.4046564282005,177.8590317,not_preferentially_represent,YDR246W,96,24.02471542599449,36.456320828519715,not_preferentially_represent
YOR021C,642,843,492.9386393724066,175.5568945,not_preferentially_represent,YOR021C,527,131.8856773906156,205.7498867248293,not_preferentially_represent
YGR052W,1110,1455,850.8015661765738,175.2529583,not_preferentially_represent,YGR052W,15,3.7538617853116394,3.3849069299473755,not_preferentially_represent
YHL019C,1818,2365,1382.9180096272146,173.9252392,not_preferentially_represent,YHL019C,42,10.510812998872591,17.72481112794703,not_preferentially_represent
YLR037C,375,469,274.2446285476379,167.2117985,not_preferentially_represent,YLR037C,2,0.5005149047082186,1.3382751462786593,not_preferentially_represent
YER014C-A,970,1200,701.6920133415042,165.3997523,not_preferentially_represent,YER014C-A,32,8.008238475331497,8.264435991054176,not_preferentially_represent
YPR199C,885,1091,637.9549887963176,164.8188285,not_preferentially_represent,YPR199C,102,25.52626014011915,28.87585988701261,not_preferentially_represent
YHL019W-A,594,730,426.86264144941504,164.3091535,not_preferentially_represent,YHL019W-A,20,5.005149047082186,8.440386251403348,not_preferentially_represent
YJR083C,930,1138,665.4379259855264,163.6005113,not_preferentially_represent,YJR083C,40,10.010298094164373,10.775347787044533,not_preferentially_represent
YPL268W,2610,3126,1827.9076947546184,160.1304077,not_preferentially_represent,YPL268W,34,8.508753380039716,3.2613083097124247,not_preferentially_represent
YER011W,765,913,533.8706734839943,159.5639158,not_preferentially_represent,YER011W,18,4.504634142373967,5.896117987400481,not_preferentially_represent
YIL144W,2076,2451,1433.2059372500223,157.8488075,not_preferentially_represent,YIL144W,15,3.7538617853116394,1.8090900170176576,not_preferentially_represent
YLR165C,765,899,525.6842666616769,157.1171525,not_preferentially_represent,YLR165C,13,3.253346880603421,4.258307435344792,not_preferentially_represent
YLR043C,312,366,214.01606406915874,156.8381947,not_preferentially_represent,YLR043C,878,219.72604316690797,706.5146082537233,not_preferentially_represent
YPL171C,1203,1399,818.0559388873036,155.4810376,not_preferentially_represent,YPL171C,23,5.755921404144513,4.788620136559495,not_preferentially_represent
YNL259C,222,258,150.8637828684234,155.3789115,not_preferentially_represent,YNL259C,98,24.525230330702712,110.97389289910728,not_preferentially_represent
YDR190C,1392,1611,942.0215279109693,154.7325377,not_preferentially_represent,YDR190C,300,75.07723570623278,53.97356988226656,not_preferentially_represent
YDL062W,426,493,288.278468814468,154.7257738,not_preferentially_represent,YDL062W,5,1.2512872617705466,2.9442053218130506,not_preferentially_represent
YHR054W-A,195,224,130.98250915708078,153.5814453,not_preferentially_represent,YHR054W-A,1794,448.96186952327207,2314.236440841609,not_preferentially_represent
YDR189W,2001,2293,1340.8164888267243,153.2083055,not_preferentially_represent,YDR189W,80,20.020596188328746,10.010298094164371,not_preferentially_represent
YIL075C,2838,3241,1895.1531793665124,152.6834565,not_preferentially_represent,YIL075C,231,57.80947149379924,20.376972680225325,not_preferentially_represent
YPL175W,1459,1663,972.4281818224345,152.3920462,not_preferentially_represent,YPL175W,130,32.53346880603421,22.313764613192188,not_preferentially_represent
YGL145W,2106,2400,1403.3840266830084,152.3625449,not_preferentially_represent,YGL145W,21,5.255406499436296,2.4966301660029906,not_preferentially_represent
YDL065C,1029,1172,685.3191996968691,152.2781458,not_preferentially_represent,YDL065C,17,4.254376690019858,4.138498725700251,not_preferentially_represent
YDR192C,1293,1466,857.2337429655377,151.5865918,not_preferentially_represent,YDR192C,71,17.76827911714176,13.75253801636359,not_preferentially_represent
YDR022C,591,670,391.7780407823398,151.5697956,not_preferentially_represent,YDR022C,13,3.253346880603421,5.514147255260035,not_preferentially_represent
YPR200C,393,444,259.62604493635655,151.0482726,not_preferentially_represent,YPR200C,6,1.5015447141246556,3.8304712095016726,not_preferentially_represent
YHL011C,963,1084,633.8617853851587,150.4971717,not_preferentially_represent,YHL011C,693,173.42841448139774,180.27901713243008,not_preferentially_represent
YHR055C,186,209,122.21135899031198,150.230698,not_preferentially_represent,YHR055C,1353,338.5983330351099,1830.2612596492424,not_preferentially_represent
YLR390W-A,717,801,468.379418905454,149.3615128,not_preferentially_represent,YLR390W-A,5358,1340.8794297133174,1872.7366336778177,not_preferentially_represent
YDR502C,1155,1266,740.2850740752868,146.5470446,not_preferentially_represent,YDR502C,825,206.46239819214014,178.91022373668991,not_preferentially_represent
YOR306C,1566,1712,1001.0806057005458,146.1629655,not_preferentially_represent,YOR306C,926,231.73840087990519,148.07565551431642,not_preferentially_represent
YPL052W,880,960,561.3536106732033,145.8525089,not_preferentially_represent,YPL052W,163,40.791964733719816,46.40724088022732,not_preferentially_represent
YDL118W,381,415,242.6684879472702,145.6292001,not_preferentially_represent,YDL118W,16,4.004119237665749,10.537155888594075,not_preferentially_represent
