chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM
I,71785,73288,YAL038W,0,+,60,1503,1503,5.337250824200689
I,72325,73300,YAL037C-B,0,-,38,975,975,5.210799035442704
I,73425,73518,YAL037C-A,0,-,7,93,93,10.063300344339686
I,74019,74823,YAL037W,0,+,15,804,804,2.494368155713195
I,75042,76152,YAL036C,0,-,44,1110,1110,5.299745818409008
I,76426,79435,YAL035W,0,+,128,2956,3009,5.687391506386536
I,79488,79842,YAL034C-B,0,-,5,191,354,1.8883917111049047
I,79717,80587,YAL034W-A,0,+,19,857,870,2.919844287101515
I,80709,81951,YAL034C,0,-,26,1203,1242,2.798833705154516
I,82705,83227,YAL033W,0,+,2,221,522,0.5122533837020201
I,83334,84474,YAL032C,0,-,12,909,1140,1.407348769960287
I,84668,84977,YAL031W-A,0,+,6,304,309,2.5960802552665485
I,84748,87031,YAL031C,0,-,33,1689,2283,1.932561714334428
I,87285,87752,YAL030W,0,+,19,467,467,5.43953860766235
I,87854,92270,YAL029C,0,-,133,4071,4416,4.026687433978312
I,92899,94486,YAL028W,0,+,187,1587,1587,15.753970320317894
I,94686,95472,YAL027W,0,+,120,786,786,20.411928724614846
I,95385,95823,YAL026C-A,0,-,82,438,438,25.03024410500145
I,95629,99697,YAL026C,0,-,286,4028,4068,9.39962293014282
I,100224,101145,YAL025C,0,-,60,921,921,8.709976100731417
I,101564,105872,YAL024C,0,-,56,3456,4308,1.7379515915015613
I,106271,108551,YAL023C,0,-,25,1884,2280,1.4659883020419655
I,108876,110430,YAL022C,0,-,17,1322,1554,1.4625921901453431
I,110845,113359,YAL021C,0,-,8,1117,2514,0.4254514976809141
I,113613,114615,YAL020C,0,-,4,19,1002,0.5337250824200689
I,114249,114819,YAL019W-A,0,+,0,0,570,0.0
I,114918,118314,YAL019W,0,+,47,2180,3396,1.8503569663936046
I,118563,119541,YAL018C,0,-,16,818,978,2.1872905218196688
I,120224,124295,YAL017W,0,+,88,3815,4071,2.890060357864898
I,124306,124492,YAL016C-B,0,-,7,186,186,5.031650172169843
I,124754,125069,YAL016C-A,0,-,4,168,315,1.6977540716981239
I,124878,126786,YAL016W,0,+,4,303,1908,0.2802895873086525
I,126902,128102,YAL015C,0,-,0,0,1200,0.0
I,128251,129019,YAL014C,0,-,76,316,768,13.230544425928738
I,129269,130487,YAL013W,0,+,4,416,1218,0.4390743288874458
I,130798,131983,YAL012W,0,+,14,781,1185,1.579556003415343
I,132198,134076,YAL011W,0,+,92,1845,1878,6.549642305352986
I,134183,135665,YAL010C,0,-,62,1329,1482,5.59330921394473
I,135853,136633,YAL009W,0,+,6,396,780,1.0284471780479019
I,136913,137510,YAL008W,0,+,0,0,597,0.0
I,137697,138345,YAL007C,0,-,1,86,648,0.206324279546647
I,139502,141431,YAL005C,0,-,11,1035,1929,0.7624051138457749
I,140759,141407,YAL004W,0,+,7,362,648,1.444269956826529
I,142173,143160,YAL003W,0,+,17,820,987,2.3028047249096892
I,143706,147531,YAL002W,0,+,79,3597,3825,2.761347063673713
I,147593,151166,YAL001C,0,-,52,2994,3573,1.9457886715935677
I,152256,153876,YAR002W,0,+,184,1620,1620,15.185466974633218
I,154064,154724,YAR002C-A,0,-,136,660,660,27.549918345283192
I,155004,156285,YAR003W,0,+,74,1281,1281,7.72338942452835
I,156753,158619,YAR007C,0,-,173,1866,1866,12.39537890369631
I,158965,159793,YAR008W,0,+,55,828,828,8.880914641355675
I,166741,168871,YAR014C,0,-,186,2130,2130,11.675048246571958
I,169374,170295,YAR015W,0,+,247,921,921,35.856068281344335
I,170395,171703,YAR018C,0,-,336,1308,1308,34.344474569673054
I,172210,175135,YAR019C,0,-,361,2700,2925,16.500863612235225
I,174997,175330,YAR019W-A,0,+,1,150,333,0.40149589533401575
I,176855,177023,YAR020C,0,-,1,60,168,0.7958222211084955
I,179280,179820,YAR023C,0,-,0,0,540,0.0
I,183769,184477,YAR027W,0,+,14,681,708,2.6437483955468664
I,184891,185596,YAR028W,0,+,6,393,705,1.137856452308317
I,186320,186545,YAR029W,0,+,0,0,225,0.0
I,186511,186853,YAR030C,0,-,0,0,342,0.0
I,186835,187732,YAR031W,0,+,0,0,897,0.0
I,188106,188811,YAR033W,0,+,2,207,705,0.37928548410277235
I,190192,192256,YAR035W,0,+,0,0,2064,0.0
I,192336,192417,YAR035C-A,0,-,0,0,81,0.0
I,192618,196185,YAR042W,0,+,490,3418,3567,18.36615790346267
I,201466,201787,YAR047C,0,-,10,321,321,4.165050876829509
I,203402,208016,YAR050W,0,+,4,555,4614,0.11590648733959884
I,208366,208663,YAR053W,0,+,44,297,297,19.807130836478112
I,217156,217492,YAR060C,0,-,8,298,336,3.183288884433982
I,220197,220497,YAR064W,0,+,8,300,300,3.5652835505660603
I,221048,221660,YAR066W,0,+,3,339,612,0.6553830056187611
I,222405,222891,YAR068W,0,+,3,112,486,0.825297118186588
I,224010,224304,YAR069C,0,-,10,294,294,4.5475555491914035
I,224562,224862,YAR070C,0,-,2,73,300,0.8913208876415151
I,225459,226863,YAR071W,0,+,6,646,1404,0.5713595433599455
I,227741,228953,YAR073W,0,+,1,80,1212,0.11031199104474196
I,228843,229317,YAR075W,0,+,0,0,474,0.0
II,279,2658,YBL113C,0,-,5,595,2379,0.2809964967343994
II,645,1128,YBL113W-A,0,+,0,0,483,0.0
II,2581,2899,YBL112C,0,-,1,75,318,0.4204343809629788
II,2906,5009,YBL111C,0,-,14,1266,2103,0.8900493885150649
II,5789,6125,YBL109W,0,+,3,204,336,1.1937333316627434
II,7604,7733,YBL108C-A,0,-,0,0,129,0.0
II,8176,8482,YBL108W,0,+,2,94,306,0.8738440074916813
II,9267,9372,YBL107W-A,0,+,13,105,105,16.553102199056706
II,9960,10551,YBL107C,0,-,12,570,591,2.714682906522381
II,10846,13879,YBL106C,0,-,55,2669,3033,2.424463344227662
II,14240,17696,YBL105C,0,-,52,2717,3456,2.0116617255798084
II,18176,21293,YBL104C,0,-,17,1585,3117,0.7291845567808352
II,22075,23536,YBL103C,0,-,36,1347,1461,3.294409851652417
II,24097,24745,YBL102W,0,+,9,632,648,1.856918515919823
II,24945,28299,YBL101C,0,-,175,3342,3354,6.9759014014877065
II,28426,28546,YBL100W-C,0,+,36,120,120,40.109439943868175
II,36988,37303,YBL100C,0,-,5,315,315,2.122192589622655
II,37052,38690,YBL099W,0,+,15,1077,1638,1.2243418786284548
II,39144,40527,YBL098W,0,+,23,1048,1383,2.2234685917304606
II,40830,43095,YBL097W,0,+,119,2068,2265,7.0243169290953835
II,43173,43482,YBL096C,0,-,0,0,309,0.0
II,43276,44089,YBL095W,0,+,2,211,813,0.3289006965466845
II,43764,44097,YBL094C,0,-,2,219,333,0.8029917906680315
II,44255,44918,YBL093C,0,-,4,307,663,0.806625237684629
II,45644,46370,YBL092W,0,+,4,20,726,0.7366288327615826
II,46564,47180,YBL091C-A,0,-,0,0,616,0.0
II,47362,48628,YBL091C,0,-,4,412,1266,0.4224269609675427
II,48824,49358,YBL090W,0,+,2,292,534,0.5007420717087163
II,49573,50953,YBL089W,0,+,700,1248,1380,67.81789362489788
II,51018,59382,YBL088C,0,-,5484,8364,8364,87.66147323934842
II,59821,60739,YBL087C,0,-,172,918,918,25.0501948814282
II,61201,62602,YBL086C,0,-,38,1384,1401,3.6263590717749006
II,63875,66818,YBL085W,0,+,28,1965,2943,1.2720175766545576
II,67168,69445,YBL084C,0,-,158,2009,2277,9.277252980721961
II,69712,70138,YBL083C,0,-,18,388,426,5.64921689350256
II,69750,71127,YBL082C,0,-,53,1339,1377,5.145970266339901
II,71865,72972,YBL081W,0,+,90,1107,1107,10.8697669224575
II,73069,74695,YBL080C,0,-,77,1609,1626,6.331338408523677
II,75258,79767,YBL079W,0,+,186,4239,4509,5.515159185007378
II,80377,80731,YBL078C,0,-,58,354,354,21.905343848816894
II,80896,81328,YBL077W,0,+,79,432,432,24.44942712627767
II,81042,84261,YBL076C,0,-,273,3219,3219,11.338797871674446
II,84498,86448,YBL075C,0,-,160,1950,1950,10.970103232510954
II,86721,87789,YBL074C,0,-,44,1068,1068,5.50816278879588
II,87645,87957,YBL073W,0,+,15,312,312,6.427794862799387
II,88522,89440,YBL072C,0,-,138,918,918,20.098412172308674
II,89457,89556,YBL071C-B,0,-,8,99,99,10.803889547169879
II,89977,90226,YBL071W-A,0,+,15,249,249,8.054104406399231
II,90222,90531,YBL071C,0,-,23,309,309,9.95164097852177
II,90604,90925,YBL070C,0,-,27,321,321,11.245637367439675
II,90740,92030,YBL069W,0,+,92,1290,1290,9.535060658490625
II,91793,92030,YBL068W-A,0,+,25,237,237,14.103178601922705
II,92413,93394,YBL068W,0,+,63,981,981,8.586118642418263
II,93638,95882,YBL067C,0,-,90,2244,2244,5.3622245914262265
II,96668,100115,YBL066C,0,-,201,3447,3447,7.796148756133356
II,99962,100307,YBL065W,0,+,30,345,345,11.625924621411066
II,100370,101156,YBL064C,0,-,10,526,786,1.7009940603845706
II,101885,105221,YBL063W,0,+,54,3201,3336,2.1641784142374916
II,105307,105688,YBL062W,0,+,5,119,381,1.7545686764596753
II,105315,107406,YBL061C,0,-,11,779,2091,0.7033378596884264
II,107931,109995,YBL060W,0,+,59,1980,2064,3.8217974106721937
II,110124,110539,YBL059C-A,0,-,41,415,415,13.208731226494741
II,110593,111244,YBL059W,0,+,66,651,651,13.554649443396311
II,111436,112708,YBL058W,0,+,150,1272,1272,15.766289286111704
II,112800,113427,YBL057C,0,-,86,627,627,18.338180941906767
II,113761,115168,YBL056W,0,+,169,1407,1407,16.058979745353522
II,115572,116829,YBL055C,0,-,61,1230,1257,6.48813533963394
II,117588,119166,YBL054W,0,+,114,1578,1578,9.658800493453679
II,119334,119709,YBL053W,0,+,43,375,375,15.330719267434059
II,119378,121874,YBL052C,0,-,184,2474,2496,9.85595212295906
II,122752,124759,YBL051C,0,-,147,2007,2007,9.792538900097362
II,125124,126119,YBL050W,0,+,95,995,995,12.765148390845818
II,126827,127244,YBL049W,0,+,44,417,417,14.10723707058513
II,127298,127610,YBL048W,0,+,36,312,312,15.42670767071853
II,127894,132040,YBL047C,0,-,106,3872,4146,3.418234952604942
II,132423,133749,YBL046W,0,+,14,1048,1326,1.4115941659481006
II,134142,135516,YBL045C,0,-,17,1278,1374,1.6541981539198423
II,135997,136366,YBL044W,0,+,0,0,369,0.0
II,136687,137461,YBL043W,0,+,10,594,774,1.7273660613207655
II,138340,140260,YBL042C,0,-,21,1467,1920,1.4623233312868607
II,141246,141972,YBL041W,0,+,2,2,726,0.3683144163807913
II,142111,142868,YBL040C,0,-,187,757,757,33.027147818156536
II,143392,143572,YBL039W-B,0,+,153,180,180,113.64341317429316
II,143988,145728,YBL039C,0,-,743,1740,1740,57.09063961359014
II,144947,145031,YBL039C-A,0,-,76,84,84,120.96497760849132
II,146186,146885,YBL038W,0,+,270,699,699,51.64305572171868
II,147208,150286,YBL037W,0,+,1069,3078,3078,46.43382207060329
II,150446,151220,YBL036C,0,-,230,774,774,39.72941941037761
II,151492,153610,YBL035C,0,-,333,2118,2118,21.02052801590825
II,153847,158389,YBL034C,0,-,306,4533,4542,9.007403950406328
II,158655,159693,YBL033C,0,-,10,737,1038,1.2880359647998771
II,160183,161329,YBL032W,0,+,0,0,1146,0.0
II,161698,162715,YBL031W,0,+,3,382,1017,0.39438977329270575
II,163040,163997,YBL030C,0,-,16,895,957,2.235287492517906
II,164487,164772,YBL029C-A,0,-,12,285,285,5.629395079841148
II,166133,167264,YBL029W,0,+,41,1056,1131,4.846705091949882
II,167517,167838,YBL028C,0,-,35,321,321,14.577678068903284
II,168422,169376,YBL027W,0,+,68,908,954,9.529845968494186
II,170622,171038,YBL026W,0,+,81,416,416,26.03256919433752
II,171480,171918,YBL025W,0,+,96,438,438,29.303700415611452
II,172533,174588,YBL024W,0,+,254,2055,2055,16.525219376711302
II,174919,177526,YBL023C,0,-,22,1161,2607,1.1282542881538165
II,177873,181275,YBL022C,0,-,31,2742,3402,1.218295745894487
II,181659,182094,YBL021C,0,-,15,435,435,4.610280453318181
II,182400,184125,YBL020W,0,+,67,1713,1725,5.192912997563609
II,184352,185915,YBL019W,0,+,64,1563,1563,5.47452368608992
II,185997,186474,YBL018C,0,-,41,477,477,11.491873079654754
II,186843,191583,YBL017C,0,-,137,4317,4740,3.8642709369268213
II,192450,193512,YBL016W,0,+,2,255,1062,0.25178556148065395
II,194121,195702,YBL015W,0,+,10,709,1581,0.845655491120982
II,199063,201748,YBL014C,0,-,18,1183,2685,0.8963003339411882
II,202055,203261,YBL013W,0,+,4,321,1206,0.4434432276823458
II,203405,203807,YBL012C,0,-,2,267,402,0.6651648415235186
II,203537,205817,YBL011W,0,+,15,1358,2280,0.8795929812251793
II,206106,206949,YBL010C,0,-,12,843,843,1.90317627254416
II,207193,209224,YBL009W,0,+,34,1557,2031,2.238176527312519
II,209408,209648,YBL008W-A,0,+,10,240,240,5.570755547759469
II,209652,212175,YBL008W,0,+,35,2139,2523,1.8547105271969695
II,212631,216366,YBL007C,0,-,6,677,3735,0.2147761175039795
II,216586,217129,YBL006C,0,-,2,256,543,0.49244247935995306
II,216710,216860,YBL006W-A,0,+,1,29,150,0.8913208876415151
II,217469,220400,YBL005W,0,+,23,1225,2931,1.0491494583293166
II,227635,235117,YBL004W,0,+,208,6851,7482,3.7168152491867508
II,235393,235792,YBL003C,0,-,13,394,399,4.356079526067554
II,236491,236887,YBL002W,0,+,4,289,396,1.3504861933962349
II,237152,237467,YBL001C,0,-,6,263,315,2.546631107547186
II,238940,241283,YBR001C,0,-,63,2343,2343,3.5949562049561745
II,241707,242568,YBR002C,0,-,12,381,861,1.8633886152784287
II,242808,244230,YBR003W,0,+,26,1164,1422,2.4445509576666025
II,244365,245667,YBR004C,0,-,38,1244,1302,3.902096051886817
II,245905,246547,YBR005W,0,+,23,642,642,4.789808508353936
II,247009,248503,YBR006W,0,+,48,1357,1494,4.29552235007959
II,248805,251016,YBR007C,0,-,107,2211,2211,6.470239822092409
II,252562,254209,YBR008C,0,-,264,1647,1647,21.43066615094353
II,255372,255684,YBR009C,0,-,83,312,312,35.56713157415661
II,256330,256741,YBR010W,0,+,83,411,411,26.99986630446925
II,257111,257975,YBR011C,0,-,175,864,864,27.080061690497416
II,259146,259566,YBR012C,0,-,0,0,420,0.0
II,265491,265881,YBR013C,0,-,2,5,390,0.6856314520319347
II,266724,267336,YBR014C,0,-,62,612,612,13.544582116121061
II,267709,269503,YBR015C,0,-,30,1249,1794,2.2357547348867435
II,270246,270633,YBR016W,0,+,2,209,387,0.6909464245283062
II,270946,273703,YBR017C,0,-,95,2300,2757,4.606936035143848
II,274426,275527,YBR018C,0,-,21,872,1101,2.5501006322168687
II,276252,278352,YBR019C,0,-,19,1248,2100,1.2096497760849132
II,279020,280607,YBR020W,0,+,13,715,1587,1.0951957976691584
II,281442,283344,YBR021W,0,+,23,1522,1902,1.616749244144704
II,283737,284271,YBR022W,0,+,40,534,534,10.014841434174325
II,284427,287925,YBR023C,0,-,150,3498,3498,5.73319610404062
II,289444,290350,YBR024W,0,+,22,895,906,3.2465330344558496
II,290680,291865,YBR025C,0,-,21,1160,1185,2.3693340051230147
II,292876,294019,YBR026C,0,-,19,1138,1143,2.222453656848922
II,294023,294356,YBR027C,0,-,6,333,333,2.4089753720040945
II,294424,296002,YBR028C,0,-,45,1468,1578,3.812684405310663
II,296368,297742,YBR029C,0,-,31,1310,1374,3.0164789865597124
II,298291,299950,YBR030W,0,+,54,1626,1659,4.351837968593292
II,300165,301254,YBR031W,0,+,53,1089,1089,6.506888022727313
II,301518,301821,YBR032W,0,+,9,303,303,3.9712316776107106
II,301943,304703,YBR033W,0,+,56,2484,2760,2.7127157449959154
II,304929,305976,YBR034C,0,-,17,1007,1047,2.1708388380953805
II,306268,306955,YBR035C,0,-,3,163,687,0.5838346425599443
II,309080,310313,YBR036C,0,-,55,982,1233,5.963825890545417
II,310564,311452,YBR037C,0,-,54,888,888,8.13029188051382
II,311897,314789,YBR038W,0,+,180,2872,2892,8.321460569267256
II,315574,316510,YBR039W,0,+,8,520,936,1.142719086719891
II,316967,317864,YBR040W,0,+,44,863,897,6.558213889001114
II,318265,320275,YBR041W,0,+,103,2010,2010,6.8511978676922425
II,320415,321609,YBR042C,0,-,41,1194,1194,4.59097442126911
II,321875,323945,YBR043C,0,-,116,2070,2070,7.492262533798242
II,324340,326059,YBR044C,0,-,100,1719,1719,7.777669176627531
II,328172,330092,YBR045C,0,-,141,1920,1920,9.818456652926065
II,330506,331511,YBR046C,0,-,163,1005,1005,21.684373833666708
II,331832,332360,YBR047W,0,+,144,528,528,36.46312722169834
II,332830,333812,YBR048W,0,+,348,982,982,47.37978649173837
II,334385,336818,YBR049C,0,-,764,2433,2433,41.9833019826213
II,337182,338199,YBR050C,0,-,178,1017,1017,23.400459882033875
II,337987,338338,YBR051W,0,+,47,351,351,17.902599025278292
II,338719,339352,YBR052C,0,-,80,633,633,16.897078438701705
II,339674,340751,YBR053C,0,-,43,966,1077,5.337994173897653
II,343100,344135,YBR054W,0,+,40,1035,1035,5.167077609516029
II,344601,347301,YBR055C,0,-,110,2674,2700,5.446960980031481
II,347878,349384,YBR056W,0,+,57,1506,1506,5.060287907924936
II,351254,351455,YBR056W-A,0,+,49,201,201,32.59307723465241
II,351292,351451,YBR056C-B,0,-,41,159,159,34.47561923896426
II,352192,353293,YBR057C,0,-,222,1101,1101,26.958206683435467
II,353671,356017,YBR058C,0,-,568,2346,2346,32.37022149490924
II,356323,356566,YBR058C-A,0,-,46,243,243,25.3091116243887
II,356860,360187,YBR059C,0,-,340,3327,3327,13.663169603161187
II,360651,362514,YBR060C,0,-,71,1834,1863,5.095312642717196
II,364786,365719,YBR061C,0,-,35,933,933,5.01547123270949
II,365975,366600,YBR062C,0,-,25,625,625,5.34792532584909
II,366969,368184,YBR063C,0,-,12,835,1215,1.3204753890985408
II,367762,368191,YBR064W,0,+,7,429,429,2.1815546201016103
II,368583,369678,YBR065C,0,-,20,1048,1095,2.4419750346342877
II,370036,370699,YBR066C,0,-,4,437,663,0.806625237684629
II,372102,372735,YBR067C,0,-,0,0,633,0.0
II,373860,375690,YBR068C,0,-,13,134,1830,0.9497681589622701
II,376573,378433,YBR069C,0,-,4,559,1860,0.2875228669811339
II,379220,379934,YBR070C,0,-,2,138,714,0.37450457463929204
II,380410,381046,YBR071W,0,+,4,315,636,0.8408687619259576
II,382029,382674,YBR072W,0,+,21,595,645,4.352962474528329
II,382859,383021,YBR072C-A,0,-,5,162,162,4.12648559093294
II,383111,385988,YBR073W,0,+,179,2877,2877,8.318375333046465
II,386285,389216,YBR074W,0,+,108,2608,2931,4.926440934763748
II,390226,391291,YBR076W,0,+,54,944,1065,6.779060272203072
II,391350,391617,YBR076C-A,0,-,1,79,267,0.5007420717087163
II,391804,392293,YBR077C,0,-,5,219,489,1.367056576137293
II,393122,394742,YBR078W,0,+,17,997,1620,1.4030051009171995
II,395382,398277,YBR079C,0,-,77,2751,2895,3.5560470646837645
II,398613,400890,YBR080C,0,-,31,1662,2277,1.8202205215340557
II,401252,405251,YBR081C,0,-,87,3669,3999,2.908661561320773
II,406627,407169,YBR082C,0,-,6,260,542,1.4800531344600802
II,409168,410629,YBR083W,0,+,12,719,1461,1.0981366172174722
II,411053,413981,YBR084W,0,+,16,1534,2928,0.7305908915094386
II,414185,415261,YBR084C-A,0,-,18,821,1076,2.2365858704759205
II,415982,416906,YBR085W,0,+,62,924,924,8.971086856132132
II,418906,419164,YBR085C-A,0,-,32,258,258,16.58271418867935
II,420200,423041,YBR086C,0,-,480,2841,2841,22.58891373114716
II,423764,424829,YBR087W,0,+,243,1065,1065,30.505771224913826
II,424989,425766,YBR088C,0,-,90,777,777,15.486270248597751
II,425182,425782,YBR089W,0,+,64,600,600,14.261134202264241
II,426189,426873,YBR089C-A,0,-,6,488,684,1.1727906416335725
II,426332,427058,YBR090C,0,-,8,656,726,1.4732576655231653
II,427154,427484,YBR091C,0,-,5,251,330,2.025729290094352
II,427697,429101,YBR092C,0,-,15,1107,1404,1.428398858399864
II,429547,430951,YBR093C,0,-,14,1207,1404,1.333172267839873
II,432035,434297,YBR094W,0,+,29375,2262,2262,1736.2434399515587
II,434405,435698,YBR095C,0,-,18307,1293,1293,1892.9711705398163
II,436020,436713,YBR096W,0,+,7953,693,693,1534.3452422971793
II,436950,441315,YBR097W,0,+,21094,4365,4365,646.1004399969113
II,441514,443590,YBR098W,0,+,800,2076,2076,51.521438591995086
II,442923,443307,YBR099C,0,-,38,384,384,13.230544425928738
II,443820,444693,YBR101C,0,-,132,873,873,20.215525286714772
II,445061,447323,YBR102C,0,-,275,2262,2262,16.254193905929483
II,447708,449316,YBR103W,0,+,245,1608,1608,20.370673271657758
II,449319,449463,YBR103C-A,0,-,41,144,144,38.06682957635637
II,449666,450656,YBR104W,0,+,326,990,990,44.025849904717255
II,450880,451969,YBR105C,0,-,327,1089,1089,40.14627138550625
II,452657,453224,YBR106W,0,+,228,567,567,53.762212270440585
II,453792,454530,YBR107C,0,-,242,738,738,43.84139325391192
II,454821,457665,YBR108W,0,+,1069,2844,2844,50.254326418184576
II,457918,458362,YBR109C,0,-,100,444,444,30.112192150051182
II,458607,458832,YBR109W-A,0,+,9,225,225,5.34792532584909
II,458871,460221,YBR110W,0,+,12,896,1350,1.1884278501886867
II,461177,461873,YBR111C,0,-,8,338,696,1.5367601511060605
II,462138,462579,YBR111W-A,0,+,3,193,441,0.9095111098382807
II,462869,465770,YBR112C,0,-,14,1570,2901,0.645216774921469
II,465565,466048,YBR113W,0,+,2,171,483,0.5536154581624317
II,467247,469620,YBR114W,0,+,16,1140,2373,0.901462338954756
II,469747,473926,YBR115C,0,-,120,2988,4179,3.839142373186712
II,474198,474726,YBR116C,0,-,154,528,528,38.995288834316284
II,474391,476437,YBR117C,0,-,539,2046,2046,35.2215512051889
II,477670,479047,YBR118W,0,+,531,1377,1377,51.5567964420092
II,479337,480323,YBR119W,0,+,794,986,986,107.66360823337165
II,480434,480923,YBR120C,0,-,455,489,489,124.40214842849366
II,481363,483367,YBR121C,0,-,1662,2004,2004,110.88138587276931
II,482325,482484,YBR121C-A,0,-,244,159,159,205.17197790993364
II,483969,484503,YBR122C,0,-,372,534,534,93.13802533782123
II,484741,486691,YBR123C,0,-,253,1446,1950,17.346475736407946
II,486506,486866,YBR124W,0,+,5,360,360,1.856918515919823
II,487198,488380,YBR125C,0,-,4,552,1182,0.45244715108706346
II,488904,490392,YBR126C,0,-,6,411,1488,0.539105375589626
II,490849,491056,YBR126W-A,0,+,1,11,207,0.6458847011895036
II,490926,491070,YBR126W-B,0,+,0,0,144,0.0
II,491268,492822,YBR127C,0,-,11,917,1554,0.9463831818587515
II,493080,494115,YBR128C,0,-,60,1035,1035,7.7506164142740435
II,494352,495339,YBR129C,0,-,132,987,987,17.88060139341641
II,495591,496869,YBR130C,0,-,368,1278,1278,38.49836697794337
II,497162,499277,YBR131W,0,+,576,2115,2115,36.411406473866144
II,497649,497739,YBR131C-A,0,-,68,90,90,101.01636726603837
II,499651,501442,YBR132C,0,-,244,1791,1791,18.214597703896956
II,501803,504287,YBR133C,0,-,183,2484,2484,9.849741693139931
II,504242,504644,YBR134W,0,+,28,402,402,9.312307781329261
II,504853,505306,YBR135W,0,+,39,453,453,11.510435303979829
II,505667,512774,YBR136W,0,+,838,7107,7107,15.764603289227303
II,513043,513583,YBR137W,0,+,23,540,540,5.694550115487457
II,513761,515336,YBR138C,0,-,40,1504,1575,3.3955081433962477
II,515663,517190,YBR139W,0,+,79,1527,1527,6.916930267552032
II,517349,526628,YBR140C,0,-,775,9279,9279,11.166726283901943
II,527024,528038,YBR141C,0,-,260,1014,1014,34.28157260159673
II,527166,527262,YBR141W-A,0,+,81,96,96,112.80779984212924
II,528316,530638,YBR142W,0,+,133,2293,2322,7.65798953852206
II,530868,532182,YBR143C,0,-,22,960,1314,2.23847711508143
II,533234,533549,YBR144C,0,-,1,126,315,0.42443851792453097
II,533761,534817,YBR145W,0,+,6,550,1056,0.7596484837853821
II,535259,536096,YBR146W,0,+,4,379,837,0.6389397044025197
II,536574,537465,YBR147W,0,+,0,0,891,0.0
II,537875,539705,YBR148W,0,+,202,1830,1830,14.757936008490658
II,539986,541021,YBR149W,0,+,158,1035,1035,20.409956557588316
II,541208,544493,YBR150C,0,-,195,3279,3285,7.936418862561435
II,545027,545978,YBR151W,0,+,20,903,951,2.811737815903833
II,546375,547251,YBR152W,0,+,25,876,876,3.8155859916160746
II,547459,548194,YBR153W,0,+,21,706,735,3.8199466613207784
II,548361,549009,YBR154C,0,-,12,495,648,2.475891354559764
II,549770,550928,YBR155W,0,+,33,1151,1158,3.8100504264468906
II,551103,553200,YBR156C,0,-,278,2097,2097,17.72440677856518
II,553542,554310,YBR157C,0,-,53,768,768,9.22656387597662
II,556548,558198,YBR158W,0,+,21,1009,1650,1.701612603679256
II,558684,559728,YBR159W,0,+,20,922,1044,2.5612669185101007
II,560077,560974,YBR160W,0,+,52,897,897,7.7506164142740435
II,561633,562764,YBR161W,0,+,56,1131,1131,6.619889881687644
