name,region_length,reads,cpm_evseq,fpkm_evseq,gene_id,count,cpm_srr,fpkm_srr
YAL003W,987,17,9.94063685567131,10.071567229656848,YAL003W,6307,1578.3737519973672,1600.7847383340438
YAL002W,3825,79,46.194724211649024,12.077052081476868,YAL002W,37,9.259525737102043,2.4214240944304506
YAL001C,3573,52,30.40665391146518,8.510118643007328,YAL001C,32,8.008238475331497,2.241948061402995
YAR002W,1620,184,107.59277537903063,66.41529344384607,YAR002W,102,25.52626014011915,15.76668322428607
YAR002C-A,660,136,79.52509484537048,120.49256794753101,YAR002C-A,1349,337.59730322569345,512.2872583090947
YAR003W,1281,74,43.27100748939276,33.77908469117311,YAR003W,96,24.02471542599449,18.769308926558196
YAR007C,1866,173,101.16059859006685,54.21253943733486,YAR007C,106,26.527289949535586,14.223747962217471
YAR008W,828,55,32.16088394481894,38.841647276351374,YAR008W,45,11.261585355934917,13.617394626281643
YAR014C,2130,186,108.76226206793314,51.062094867574245,YAR014C,140,35.0360433295753,16.456572724084218
YAR015W,921,247,144.4316060794596,156.82041919593877,YAR015W,646,161.6663142207546,175.72425458777673
YAR018C,1308,336,196.47376373562116,150.2092994920651,YAR018C,67,16.767249307725322,12.828805897264974
YAR019C,2925,361,211.0923473469025,72.16832387928291,YAR019C,75,18.769308926558196,6.419052300464499
YAR023C,540,0,0.0,0.0,YAR023C,18,4.504634142373967,8.357391729821831
YAR027W,708,14,8.186406822317549,11.562721500448514,YAR027W,209,52.30380754200884,73.9799258019927
YAR028W,705,6,3.5084600667075208,4.976539101712795,YAR028W,142,35.53655823428352,50.47806567369818
YAR029W,225,0,0.0,0.0,YAR029W,5,1.2512872617705466,5.586103847189939
YAR030C,342,0,0.0,0.0,YAR030C,9,2.2523170711869835,6.605035399375319
YAR031W,897,0,0.0,0.0,YAR031W,120,30.030894282493115,33.516623083139635
YAR033W,705,2,1.169486688902507,1.6588463672375984,YAR033W,73,18.268794021849978,25.94999150830963
YAR035W,2064,0,0.0,0.0,YAR035W,35,8.759010832393825,4.245763854771607
YAR042W,3567,490,286.5242387811142,80.32639158427648,YAR042W,91,22.773428164223944,6.386267011840703
YAR050W,4614,4,2.338973377805014,0.5069296440843116,YAR050W,51,12.763130070059574,2.766774348593014
YAR053W,297,44,25.72870715585515,86.62864362240792,YAR053W,1,0.2502574523541093,0.84546436606118
YAR066W,612,3,1.7542300333537604,2.8663889433884973,YAR066W,27,6.756951213560951,11.058839956728233
YAR068W,486,3,1.7542300333537604,3.60952681760033,YAR068W,24,6.0061788564986225,12.383873930924995
YAR070C,300,2,1.169486688902507,3.8982889630083566,YAR070C,2,0.5005149047082186,1.673962892000731
YAR071W,1404,6,3.5084600667075208,2.498903181415613,YAR071W,1491,373.13386145997697,265.954284718444
YAR073W,1212,1,0.5847433444512535,0.4824615053228164,YAR073W,28,7.007208665915059,5.78629947639559
YAR075W,474,0,0.0,0.0,YAR075W,5,1.2512872617705466,1.0332677636420697
YBL113C,2379,5,2.9237167222562674,1.2289687777453835,YBL113C,115,28.779607020722565,12.102441976754655
YBL113W-A,483,0,0.0,0.0,YBL113W-A,30,7.507723570623279,15.576189980546221
YBL112C,318,1,0.5847433444512535,1.8388155485888473,YBL112C,13,3.253346880603421,10.26292391357546
YBL111C,2103,14,8.186406822317549,3.8927279231181875,YBL111C,34,8.508753380039716,4.047932150351911
YBL109W,336,3,1.7542300333537604,5.220922718314763,YBL109W,1,0.2502574523541093,0.7470371712062964
YBL107C,591,12,7.0169201334150415,11.872961308654892,YBL107C,39,9.760040641810262,16.542441765780104
YBL106C,3033,55,32.16088394481894,10.603654449330346,YBL106C,55,13.764159879476011,4.539630567109502
YBL105C,3456,52,30.40665391146518,8.798221617900804,YBL105C,118,29.530379377784897,8.547143090531085
YBL104C,3117,17,9.94063685567131,3.1891680640588094,YBL104C,70,17.51802166478765,5.62195817226818
YBL103C,1461,36,21.050760400245125,14.408460232885096,YBL103C,32,8.008238475331497,2.570038021608311
YBL102W,648,9,5.262690100061281,8.121435339600742,YBL102W,224,56.057669327320475,86.64245645644587
YBL101C,3354,175,102.33008527896935,30.509864424260392,YBL101C,68,17.01750676007943,5.075307712519962
YBL100C,315,5,2.9237167222562674,9.281640388115134,YBL100C,195,48.80020320905131,155.4146599014373
YBL099W,1638,15,8.771150166768802,5.354792531604885,YBL099W,1026,256.7641461153161,156.85042523843381
YBL098W,1383,23,13.449096922378828,9.72458201184297,YBL098W,116,29.029864473076678,21.00569064622046
YBL097W,2265,119,69.58445798969916,30.721615006489696,YBL097W,14,3.5036043329575297,1.5475284156172835
YBL096C,309,0,0.0,0.0,YBL096C,13,3.253346880603421,10.562814547413703
YBL095W,813,2,1.169486688902507,1.4384830121802052,YBL095W,98,24.525230330702712,30.203485628944225
YBL094C,333,2,1.169486688902507,3.511972038746267,YBL094C,29,7.2574661182691695,21.859837705630028
YBL093C,663,4,2.338973377805014,3.527863314939689,YBL093C,202,50.55200537553008,76.36254588448652
YBL092W,726,4,2.338973377805014,3.2217264157093854,YBL092W,7123,1782.5838331183206,2458.736321542511
YBL091C-A,616,0,0.0,0.0,YBL091C-A,40,10.010298094164373,16.27690747018597
YBL091C,1266,4,2.338973377805014,1.84753031422197,YBL091C,633,158.41296734015117,257.582060715693
YBL090W,534,2,1.169486688902507,2.190049979218178,YBL090W,103,25.776517592473258,48.36119623353331
YBL089W,1380,700,409.3203411158774,296.60894283759234,YBL089W,219,54.80638206554994,39.74356930061634
YBL088C,8364,5484,3206.732500970674,383.3969991595736,YBL088C,41,10.260555546518482,1.2268989054787134
YBL087C,918,172,100.5758552456156,109.5597551695159,YBL087C,4482,1121.6539014511177,1223.1776460753738
YBL086C,1401,38,22.220247089147634,15.860276294894811,YBL086C,35,8.759010832393825,6.256436308852733
YBL085W,2943,28,16.372813644635098,5.563307388595004,YBL085W,79,19.770338735974633,6.720033560834342
YBL084C,2277,158,92.38944842329805,40.57507616306458,YBL084C,41,10.260555546518482,4.508152700579298
YBL083C,426,18,10.525380200122562,24.707465258503667,YBL083C,10,2.502574523541093,5.888410643626101
YBL082C,1377,53,30.991397255916432,22.506461333272647,YBL082C,445,111.36456629757863,80.93355108835657
YBL081W,1107,90,52.62690100061281,47.54010930497996,YBL081W,427,106.85993215520467,96.61838350380168
YBL080C,1626,77,45.025237522746515,27.69079798446895,YBL080C,11,2.752831975895202,1.6940504467047397
YBL079W,4509,186,108.76226206793314,24.121149272107594,YBL079W,122,30.53140918720133,6.772717211002957
YBL078C,354,58,33.9151139781727,95.80540671800198,YBL078C,21,5.255406499436296,14.887837108884689
YBL077W,432,79,46.194724211649024,106.93223197140978,YBL077W,300,75.07723570623278,174.19312228824313
YBL076C,3219,273,159.63493303519218,49.59146723677918,YBL076C,1796,449.4623844279803,1042.8361587656154
YBL075C,1950,160,93.55893511220056,47.97894108317977,YBL075C,21,5.255406499436296,2.696463057689223
YBL074C,1068,44,25.72870715585515,24.090549771399957,YBL074C,2,0.5005149047082186,0.4690861337471589
YBL073W,312,15,8.771150166768802,28.11266079092565,YBL073W,2,0.5005149047082186,1.609372683949256
YBL072C,918,138,80.69458153427297,87.90259426391391,YBL072C,11218,2807.388100508398,3061.491930761612
YBL071C-B,99,8,4.677946755610028,47.25198743040432,YBL071C-B,2,0.5005149047082186,5.107294946002231
YBL071W-A,249,15,8.771150166768802,35.22550267778635,YBL071W-A,42,10.510812998872591,42.38231047932496
YBL071C,309,23,13.449096922378828,43.5245855093166,YBL071C,60,15.015447141246558,153.2188483800669
YBL070C,321,27,15.788070300183842,49.18401962674095,YBL070C,10,2.502574523541093,7.820545386065915
YBL069W,1290,92,53.79638768951531,41.70262611590335,YBL069W,111,27.778577211306132,21.550486587514452
YBL068W,981,63,36.838830700428964,37.552324873016275,YBL068W,383,95.84860425162385,406.1381536085757
YBL067C,2244,90,52.62690100061281,23.452273173178614,YBL067C,79,19.770338735974633,8.814239293791633
YBL066C,3447,201,117.53341223470194,34.09730555111748,YBL066C,61,15.265704593600665,4.429978117701877
YBL065W,345,30,17.542300333537604,50.847247343587256,YBL065W,2,0.5005149047082186,1.4549851881052867
YBL064C,786,10,5.847433444512535,7.439482753832741,YBL064C,81,20.270853640682855,25.822743491315734
YBL063W,3336,54,31.576140600367683,9.465269964138995,YBL063W,14,3.5036043329575297,1.0505560218763208
YBL062W,381,5,2.9237167222562674,7.673797171276292,YBL062W,21,5.255406499436296,13.830017103779724
YBL061C,2091,11,6.432176788963788,3.076124719733997,YBL061C,64,16.016476950662994,7.663386100795691
YBL060W,2064,59,34.49985732262395,16.715047152434085,YBL060W,14,3.5036043329575297,1.6983055419086428
YBL059C-A,415,41,23.97447712250139,57.76982439156962,YBL059C-A,35,8.759010832393825,21.15703099612035
YBL059W,651,66,38.59306073378273,59.282735382154726,YBL059W,48,12.012357712997245,18.48055032768807
YBL058W,1272,150,87.71150166768803,68.95558307208178,YBL058W,341,85.33779125275127,67.14224331451713
YBL057C,627,86,50.2879276228078,80.20403129634417,YBL057C,327,81.83418691979374,130.72553821053313
YBL056W,1407,169,98.82162521226184,70.23569666827423,YBL056W,226,56.558184232028694,40.22630457470036
YBL055C,1257,61,35.66934401152646,28.376566437173,YBL055C,270,67.5695121356095,53.79738227357445
YBL054W,1578,114,66.6607412674429,42.2438157588358,YBL054W,210,52.55406499436295,33.325342418746324
YBL053W,375,43,25.1439638114039,67.05057016374373,YBL053W,6,1.5015447141246556,4.014825438835978
YBL052C,2496,184,107.59277537903063,43.106079879419326,YBL052C,22,5.505663951790404,2.2066789385933485
YBL051C,2007,147,85.95727163433425,42.82873524381378,YBL051C,83,20.771368545391073,10.354620411461152
YBL050W,995,95,55.55061772286908,55.82976655564732,YBL050W,233,58.30998639850746,58.661958147391815
YBL049W,417,44,25.72870715585515,61.699537544017154,YBL049W,14,3.5036043329575297,8.422125800378678
YBL048W,312,36,21.050760400245125,67.47038589822155,YBL048W,4,1.0010298094164372,3.218745367898512
YBL047C,4146,106,61.982794511832864,14.95002279590759,YBL047C,291,72.8249186350458,17.56934104584941
YBL046W,1326,14,8.186406822317549,6.173760801144455,YBL046W,30,7.507723570623279,5.666206468394927
YBL045C,1374,17,9.94063685567131,7.234815761041709,YBL045C,368,92.09474246631221,67.07555897036578
YBL044W,369,0,0.0,0.0,YBL044W,2,0.5005149047082186,1.360094849750594
YBL043W,774,10,5.847433444512535,7.554823571721621,YBL043W,11,2.752831975895202,3.561231534146445
YBL042C,1920,21,12.279610233476323,6.395630329935584,YBL042C,1119,280.0380891842483,145.92917622941548
YBL041W,726,2,1.169486688902507,1.6108632078546927,YBL041W,269,67.3192546832554,92.8541443906971
YBL040C,757,187,109.3470054123844,144.44782749324227,YBL040C,324,81.08341456273142,107.25319386604684
YBL039W-B,180,153,89.46573170104178,497.0318427835654,YBL039W-B,9,2.2523170711869835,12.582776934005494
YBL039C,1740,743,434.4643049272813,249.6921292685525,YBL039C,1655,414.1760836460509,238.16911077978773
YBL038W,699,270,157.88070300183844,225.8665278996258,YBL038W,76,19.019566378912305,27.248662433971784
YBL037W,3078,1069,625.0906352183899,203.08337726393435,YBL037W,46,11.511842808289027,3.741255381309401
YBL036C,774,230,134.4909692237883,173.76094214959727,YBL036C,257,64.31616525500608,83.20331857051241
YBL035C,2118,333,194.7195337022674,91.93556832023957,YBL035C,58,14.514932236538339,6.85636855764683
YBL034C,4542,306,178.93146340208355,39.394862043611525,YBL034C,25,6.256436308852733,1.377766198822447
YBL033C,1038,10,5.847433444512535,5.633365553480283,YBL033C,174,43.544796709615014,41.99112508159597
YBL032W,1146,0,0.0,0.0,YBL032W,342,85.58804870510538,74.74938751537587
YBL031W,1017,3,1.7542300333537604,1.7249066208001578,YBL031W,10,2.502574523541093,2.463163901123123
YBL030C,957,16,9.355893511220057,9.776273261462963,YBL030C,1796,449.4623844279803,470.14893768617185
YBL029C-A,285,12,7.0169201334150415,24.620772397947515,YBL029C-A,34,8.508753380039716,29.960399225491958
YBL029W,1131,41,23.97447712250139,21.197592504422097,YBL029W,39,9.760040641810262,8.637204107796693
YBL028C,321,35,20.46601705579387,63.75706247910863,YBL028C,170,42.543766900198584,132.94927156312056
YBL027W,954,68,39.76254742268524,41.679819101347206,YBL027W,7162,1792.3438737601307,1880.738587366349
YBL026W,416,81,47.36421090055153,113.85627620324887,YBL026W,173,43.29453925726091,104.32419098135158
YBL025W,438,96,56.13536106732033,128.16292481123364,YBL025W,15,3.7538617853116394,8.59007273526691
YBL024W,2055,254,148.52480949061837,72.2748464674542,YBL024W,538,134.6385093665108,65.54942033423116
YBL023C,2607,22,12.864353577927576,4.934542991149818,YBL023C,144,36.03707313899174,13.828500820794988
YBL022C,3402,31,18.127043677988855,5.328349111695725,YBL022C,88,22.022655807161616,6.475347194108091
YBL021C,435,15,8.771150166768802,20.16356360176736,YBL021C,34,8.508753380039716,19.605422534653723
YBL020W,1725,67,39.17780407823398,22.71177048013564,YBL020W,321,80.33264220566909,46.596660212105036
YBL019W,1563,64,37.423574044880226,23.94342549256572,YBL019W,31,7.757981022977387,4.966697197808827
YBL018C,477,41,23.97447712250139,50.260958328095164,YBL018C,57,14.264674784184228,29.967804168454265
YBL017C,4740,137,80.10983818982173,16.90080974468813,YBL017C,151,37.788875305470505,7.974018844792257
YBL016W,1062,2,1.169486688902507,1.1012115714712871,YBL016W,268,67.06899723090129,63.213003987654375
YBL015W,1581,10,5.847433444512535,3.698566378565803,YBL015W,153,38.28939021017872,24.233791272265012
YBL014C,2685,18,10.525380200122562,3.920067113639688,YBL014C,80,20.020596188328746,7.4592385202417075
YBL013W,1206,4,2.338973377805014,1.9394472452777893,YBL013W,7,1.7518021664787649,1.4537777315176472
YBL012C,402,2,1.169486688902507,2.909170867916684,YBL012C,27,6.756951213560951,16.85025240289514
YBL011W,2280,15,8.771150166768802,3.846995687179299,YBL011W,301,75.32749315858689,33.05287106563708
YBL010C,843,12,7.0169201334150415,8.323748675462683,YBL010C,19,4.754891594728076,5.64713966119724
YBL009W,2031,34,19.88127371134262,9.788908769740333,YBL009W,37,9.259525737102043,4.561342727636474
YBL008W,2523,35,20.46601705579387,8.111778460481123,YBL008W,72,18.01853656949587,75.3913663995643
YBL007C,3735,6,3.5084600667075208,0.9393467380743027,YBL007C,435,108.86199177403755,29.154255965194842
YBL006C,543,2,1.169486688902507,2.1537508082919095,YBL006C,242,60.56230346969445,111.73856728725913
YBL006W-A,150,1,0.5847433444512535,3.8982889630083566,YBL006W-A,38,9.509783189456153,63.82404825138358
YBL005W,2931,23,13.449096922378828,4.588569403745763,YBL005W,56,14.014417331830119,4.783077587655331
YBL004W,7482,208,121.62661564586072,16.255896237083764,YBL004W,170,42.543766900198584,5.6869090897204355
YBL003C,399,13,7.601663477866295,19.051788165078435,YBL003C,1154,288.79710001664216,725.6208543131712
YBL002W,396,4,2.338973377805014,5.90649842880054,YBL002W,1621,405.66733026601116,1027.0058994076232
YBL001C,315,6,3.5084600667075208,11.137968465738162,YBL001C,409,102.3552980128307,325.9722866650659
YBR001C,2343,63,36.838830700428964,15.722932437229606,YBR001C,48,12.012357712997245,5.129102353969789
YBR002C,861,12,7.0169201334150415,8.14973302371085,YBR002C,144,36.03707313899174,41.903573417432256
YBR003W,1422,26,15.20332695573259,10.69150981415794,YBR003W,74,18.519051474204087,13.03240779324707
YBR004C,1302,38,22.220247089147634,17.066242003953633,YBR004C,312,78.0803251344821,60.01562270136979
YBR005W,642,23,13.449096922378828,20.94874910027855,YBR005W,602,150.65498631717378,235.0311799019872
YBR006W,1494,48,28.067680533660166,18.786934761486055,YBR006W,70,17.51802166478765,11.733437149891259
YBR007C,2211,107,62.56753785628411,28.29829844246229,YBR007C,59,14.765189688892448,6.681081307191153
YBR008C,1647,264,154.3722429351309,93.7293521160479,YBR008C,105,26.277032497181477,15.96417527167769
YBR009C,312,83,48.533697589454036,155.5567230431219,YBR009C,998,249.75693744940105,803.0769692906787
YBR010W,411,83,48.533697589454036,118.08685544879327,YBR010W,1853,463.72705921216453,1131.0416078345477
YBR011C,864,175,102.33008527896935,118.43759870251083,YBR011C,6064,1517.5611910753187,1758.4718320687355
YBR014C,612,62,36.25408735597771,59.238704830028944,YBR014C,60,15.015447141246558,24.57519990384052
YBR015C,1794,30,17.542300333537604,9.778316796843704,YBR015C,1080,270.278048542438,150.74068518819746
YBR016W,387,2,1.169486688902507,3.0219294286886482,YBR016W,228,57.05869913673691,147.82046408481068
YBR017C,2757,95,55.55061772286908,20.148936424689545,YBR017C,297,74.32646334917045,26.968963479379703
YBR019C,2100,19,11.110123544573817,5.290535021225627,YBR019C,35,8.759010832393825,4.172944655737887
YBR020W,1587,13,7.601663477866295,4.789958083091554,YBR020W,9,2.2523170711869835,1.4201242567383252
YBR021W,1902,23,13.449096922378828,7.071028876119258,YBR021W,296,74.07620589681635,38.966967857346845
YBR022W,534,40,23.38973377805014,43.80099958436355,YBR022W,87,21.772398354807507,40.84877740113979
YBR023C,3498,150,87.71150166768803,25.074757480757007,YBR023C,633,158.41296734015117,45.29967610527629
YBR024W,906,22,12.864353577927576,14.199065759301961,YBR024W,20,5.005149047082186,5.530551433239984
YBR025C,1185,21,12.279610233476323,10.362540281414619,YBR025C,1413,353.61378017635644,298.66028731111186
YBR026C,1143,19,11.110123544573817,9.720143083616637,YBR026C,181,45.29659887609378,39.66427222074762
YBR027C,333,6,3.5084600667075208,10.5359161162388,YBR027C,2,0.5005149047082186,1.5075750141813813
YBR028C,1578,45,26.313450500306406,16.675190431119397,YBR028C,60,15.015447141246558,9.521526405356092
YBR029C,1374,31,18.127043677988855,13.192899328958411,YBR029C,421,105.35838744108001,76.73589762642389
YBR030W,1659,54,31.576140600367683,19.03323725157787,YBR030W,122,30.53140918720133,18.4146014398078
YBR031W,1089,53,30.991397255916432,28.45858333876624,YBR031W,18809,4707.092421328442,4326.3717107798175
YBR032W,303,9,5.262690100061281,17.36861419162139,YBR032W,8,2.0020596188328743,6.629336486201571
YBR033W,2760,56,32.745627289270196,11.864357713503694,YBR033W,34,8.508753380039716,3.0839990503949677
YBR034C,1047,17,9.94063685567131,9.494400053172214,YBR034C,865,216.47269628630454,206.95286451845558
YBR035C,687,3,1.7542300333537604,2.553464386250015,YBR035C,438,109.61276413109988,159.78537045349836
YBR036C,1233,55,32.16088394481894,26.083441966600926,YBR036C,1275,319.07825175148935,258.9920874606245
YBR037C,888,54,31.576140600367683,35.55871689230595,YBR037C,56,14.014417331830119,15.799794060687846
YBR038W,2892,180,105.25380200122562,36.39481396999503,YBR038W,367,91.8444850139581,31.769105850556247
YBR039W,936,8,4.677946755610028,4.997806362831226,YBR039W,204,51.0525202802383,54.6016259681693
YBR040W,897,44,25.72870715585515,28.683062604074863,YBR040W,1,0.2502574523541093,0.27930519235949697
YBR041W,2010,103,60.2285644784791,29.964459939541843,YBR041W,266,66.56848232619306,33.135133064307155
YBR042C,1194,41,23.97447712250139,20.079126568259124,YBR042C,313,78.33058258683621,65.65849336700437
YBR043C,2070,116,67.8302279563454,32.768226065867346,YBR043C,51,12.763130070059574,6.168743388138991
YBR044C,1719,100,58.47433444512534,34.016483097804155,YBR044C,59,14.765189688892448,8.59440610529246
YBR045C,1920,141,82.44881156762673,42.94208935813892,YBR045C,10,2.502574523541093,1.3041034515586727
YBR046C,1005,163,95.31316514555431,94.8389702940839,YBR046C,23,5.755921404144513,5.732989446359078
YBR047W,528,144,84.2030416009805,159.47545757761458,YBR047W,3,0.7507723570623278,1.4246154782966374
YBR048W,982,348,203.49068386903622,207.2206556711163,YBR048W,6017,1505.7990908146755,1534.9633953258672
YBR049C,2433,764,446.74391516075764,183.61854301716303,YBR049C,49,12.262615165351356,5.042193735753024
YBR050C,1017,178,104.08431531232311,102.34445950080935,YBR050C,5,1.2512872617705466,1.2315819505615615
YBR052C,633,80,46.77946755610028,73.90121256887879,YBR052C,212,53.05457989907117,83.94712009346703
YBR053C,1077,43,25.1439638114039,23.34629880353194,YBR053C,134,33.534498615450644,31.165890906552644
