name,region_length,reads,cpm_evseq,fpkm_evseq,gene_id,count,cpm_srr,fpkm_srr,srr_abundance,
YNL031C,411,12,7.016920133,17.07279838,YNL031C,3431,858.633319,2094.227607,not_preferential,
YOL109W,342,2,1.169486689,3.419551722,YOL109W,2839,710.4809072,2083.521722,not_preferential,
YPL090C,1105,12,7.016920133,6.350153967,YPL090C,9052,2265.330459,2051.929763,not_preferential,
YOR096W,974,41,23.97447712,24.6144529,YOR096W,7951,1989.797004,2045.012337,not_preferential,
YDR155C,489,2,1.169486689,2.391588321,YDR155C,3976,995.0236306,2038.98285,not_preferential,
YER043C,1350,21,12.27961023,9.09600758,YER043C,10861,2718.04619,2014.860037,not_preferential,
YGR085C,525,16,9.355893511,17.82074955,YGR085C,4153,1039.3192,1983.433587,not_preferential,
YLL018C,1674,27,15.7880703,9.431344265,YLL018C,2334,584.1008938,1973.31383,not_preferential,
YDL083C,864,63,36.8388307,42.63753553,YDL083C,6750,1689.237803,1957.401858,not_preferential,
YEL053W-A,348,3,1.754230033,5.0408909,YEL053W-A,2700,675.6951214,1947.248188,not_preferential,
YML058W,315,11,6.432176789,20.41960885,YML058W,1602,400.9124387,1946.176887,not_preferential,
YER072W,390,31,18.12704368,46.47959917,YER072W,3011,753.525189,1937.082748,not_preferential,
YKL006W,815,89,52.04215766,63.85540817,YKL006W,6192,1549.594145,1903.678311,not_preferential,
YBR189W,1001,199,116.3639255,116.2476779,YBR189W,7539,1886.690933,1886.690933,not_preferential,
YER117W,885,39,22.80499043,25.76835077,YER117W,6644,1662.710513,1880.894246,not_preferential,
YBL027W,954,68,39.76254742,41.6798191,YBL027W,7162,1792.343874,1880.738587,not_preferential,
YJL138C,1188,78,45.60998087,38.39223979,YJL138C,8910,2229.7939,1878.512132,not_preferential,
YHR203C,1055,13,7.601663478,7.205368225,YHR203C,7900,1977.033874,1875.743713,not_preferential,
YLR390W-A,717,801,468.3794189,653.2488409,YLR390W-A,5358,1340.87943,1872.736634,not_preferential,
YMR242C,996,11,6.432176789,6.458008824,YMR242C,7443,1862.666218,1872.02635,not_preferential,
YKR059W,1188,237,138.5841726,116.653344,YKR059W,8855,2216.029741,1866.916378,not_preferential,
YBR181C,1063,61,35.66934401,33.55535655,YBR181C,7813,1955.261475,1841.1125,not_preferential,
YEL009C,846,498,291.2021855,344.2106212,YEL009C,2990,748.2697825,1838.500694,not_preferential,
YHR055C,186,209,122.211359,657.0503172,YHR055C,1353,338.598333,1830.26126,not_preferential,
YDR450W,876,228,133.3214825,152.1934732,YDR450W,6391,1599.395378,1827.880432,not_preferential,
YGR214W,1214,330,192.9653037,158.950003,YGR214W,8816,2206.2697,1818.853833,not_preferential,
YNL055C,852,73,42.68626414,50.101249,YNL055C,6107,1528.322262,1795.913351,not_preferential,
YJL158C,684,1,0.584743344,0.85488793,YJL158C,4851,1213.998901,1777.450807,not_preferential,
YGL031C,931,199,116.3639255,124.9881048,YGL031C,6553,1639.937085,1763.37321,not_preferential,
YBR011C,864,175,102.3300853,118.4375987,YBR011C,6064,1517.561191,1758.471832,not_preferential,
YHR053C,186,197,115.1944389,619.3249401,YHR053C,1275,319.0782518,1724.747307,not_preferential,
YEL027W,483,37,21.63550374,44.79400361,YEL027W,3321,831.1049993,1724.284231,not_preferential,
YGR034W,861,21,12.27961023,14.26203279,YGR034W,5890,1474.016394,1713.972552,not_preferential,
YMR122W-A,255,5,2.923716722,11.46555577,YMR122W-A,1737,434.6971947,1711.406279,not_preferential,
YPL143W,849,57,33.33037063,39.25838708,YPL143W,5784,1447.489104,1706.944699,not_preferential,
YER074W,874,86,50.28792762,57.53767463,YER074W,5890,1474.016394,1688.449478,not_preferential,
YGR254W,1314,5,2.923716722,2.225050778,YGR254W,8714,2180.74344,1660.886093,not_preferential,
YDL055C,1086,6,3.508460067,3.230626212,YDL055C,7173,1795.096706,1654.46701,not_preferential,
YNL067W,576,10,5.847433445,10.15179417,YNL067W,965,241.4984415,1654.098915,not_preferential,
YEL017C-A,132,1,0.584743344,4.429873822,YEL017C-A,860,215.221409,1642.911519,not_preferential,
YHR010W,972,174,101.7453419,104.6762777,YHR010W,6345,1587.883535,1635.307451,not_preferential,
YDR447C,725,27,15.7880703,21.77664869,YDR447C,4689,1173.457194,1620.797229,not_preferential,
YDR225W,399,120,70.16920133,175.86266,YDR225W,2572,643.6621675,1617.241627,not_preferential,
YLR040C,675,1050,613.9805117,909.600758,YLR040C,4350,1088.619918,1615.163083,not_preferential,
YGR118W,757,21,12.27961023,16.22141378,YGR118W,4877,1220.505595,1614.42539,not_preferential,
YAL003W,987,17,9.940636856,10.07156723,YAL003W,6307,1578.373752,1600.784738,not_preferential,
YPR132W,803,60,35.08460067,43.69190619,YPR132W,5098,1275.812492,1590.788644,not_preferential,
YKL180W,861,2675,1564.188446,1816.71132,YKL180W,5454,1364.904145,1587.097843,not_preferential,
YMR202W,669,56,32.74562729,48.94712599,YMR202W,4220,1056.086449,1580.967738,not_preferential,
YLR157C,1089,0,0,0,YLR157C,819,204.9608535,1564.586668,not_preferential,
YMR307W,1680,9,5.2626901,3.132553631,YMR307W,10440,2612.687803,1556.09756,not_preferential,
YHR193C,525,2,1.169486689,2.227593693,YHR193C,3258,815.3387798,1555.990038,not_preferential,
YPL237W,858,484,283.0157787,329.8552199,YPL237W,2416,604.6220049,1554.298213,not_preferential,
YBR048W,982,348,203.4906839,207.2206557,YBR048W,6017,1505.799091,1534.963395,not_preferential,
YDL136W,768,28,16.37281364,21.31876777,YDL136W,4690,1173.707452,1530.257434,not_preferential,
YER131W,721,661,386.5153507,536.0823172,YER131W,4402,1101.633305,1530.046257,not_preferential,
YLR061W,755,113,66.07599792,87.51787804,YLR061W,4607,1152.936083,1529.092948,not_preferential,
YGL008C,2757,10,5.847433445,2.120940676,YGL008C,16764,4195.315931,1522.248161,not_preferential,
YPR043W,682,129,75.43189143,110.6039464,YPR043W,4126,1032.562248,1516.244124,not_preferential,
YHR072W-A,177,3,1.754230033,9.910904143,YHR072W-A,1059,265.022642,1505.810466,not_preferential,
YLR185W,626,2,1.169486689,1.868189599,YLR185W,3753,939.2162187,1502.74595,not_preferential,
YKL096W,720,4,2.338973378,3.248574136,YKL096W,1653,413.6755687,1488.041614,not_preferential,
YML028W,591,18,10.5253802,17.80944196,YML028W,3481,871.1461916,1476.518969,not_preferential,
YDR025W,810,89,52.04215766,64.24957735,YDR025W,4718,1180.71466,1459.47424,not_preferential,
YML073C,946,44,25.72870716,27.19736486,YML073C,5497,1375.665216,1455.730387,not_preferential,
YDR276C,168,2,1.169486689,6.961230291,YDR276C,968,242.2492139,1450.594095,not_preferential,
YNL302C,986,40,23.38973378,23.72183953,YNL302C,5616,1405.445852,1426.848581,not_preferential,
YPL037C,474,69,40.34729077,85.1208666,YPL037C,2637,659.9289019,1395.198524,not_preferential,
YER009W,378,24,14.03384027,37.12656155,YER009W,2090,523.0380754,1387.3689,not_preferential,
YOR247W,633,49,28.65242388,45.2644927,YOR247W,3482,871.3964491,1378.79185,not_preferential,
YGL055W,1533,20,11.69486689,7.628745524,YGL055W,8226,2058.617803,1343.745302,not_preferential,
YDR233C,888,9,5.2626901,5.926452815,YDR233C,4739,1185.970067,1337.057572,not_preferential,
YOR293W,755,19,11.11012354,14.71539542,YOR293W,4010,1003.532384,1330.944806,not_preferential,
YFL045C,765,38,22.22024709,29.04607463,YFL045C,4061,1016.295514,1330.22973,not_preferential,
YER177W,804,45,26.3134505,32.72817226,YER177W,4260,1066.096747,1327.642275,not_preferential,
YJR105W,1023,22,12.86435358,12.57512569,YJR105W,5419,1356.145134,1326.952186,not_preferential,
YBR084C-A,1076,18,10.5253802,9.781951859,YBR084C-A,5568,1393.433495,1296.217204,not_preferential,
YDL075W,763,359,209.9228607,275.1282577,YDL075W,3943,986.7651346,1294.967368,not_preferential,
YGR234W,1200,72,42.1015208,35.08460067,YGR234W,6091,1524.318142,1271.324556,not_preferential,
YJR094W-A,554,1,0.584743344,1.055493402,YJR094W-A,2763,691.4613409,1250.382172,not_preferential,
YIL053W,753,12,7.016920133,9.318619035,YIL053W,3741,936.2131293,1244.964268,not_preferential,
YBL087C,918,172,100.5758552,109.5597552,YBL087C,4482,1121.653901,1223.177646,not_preferential,
YML123C,1764,31,18.12704368,10.27610186,YML123C,8589,2149.461258,1219.206613,not_preferential,
YNL255C,462,181,105.8385453,229.0877605,YNL255C,2235,559.325406,1213.287215,not_preferential,
YDR500C,656,496,290.0326988,442.1230165,YDR500C,3169,793.0658665,1210.787582,not_preferential,
YPR074C,2043,101,59.05907779,28.90801654,YPR074C,9832,2460.531272,1204.961445,not_preferential,
YDL061C,592,443,259.0413016,437.5697662,YDL061C,2845,711.9824519,1204.708041,not_preferential,
YLR287C-A,622,14,8.186406822,13.16142576,YLR287C-A,2980,745.767208,1200.913378,not_preferential,
YBR078W,1620,17,9.940636856,6.13619559,YBR078W,7733,1935.240879,1195.330994,not_preferential,
YGR260W,1605,31,18.12704368,11.29410821,YGR260W,2092,523.5385903,1189.860433,not_preferential,
YLR300W,1347,23,13.44909692,9.984481754,YLR300W,6387,1598.394348,1187.514375,not_preferential,
YJR104C,465,30,17.54230033,37.72537706,YJR104C,2172,543.5591865,1171.463764,not_preferential,
YCR024C-A,123,20,11.69486689,95.08021861,YCR024C-A,571,142.8970053,1171.286929,not_preferential,
YDR033W,963,1841,1076.512497,1117.873829,YDR033W,4496,1125.157506,1169.602397,not_preferential,
YLR293C,660,38,22.22024709,33.66704104,YLR293C,3057,765.0370318,1160.905966,not_preferential,
YKL081W,1565,303,177.1772334,113.2122897,YKL081W,7132,1784.83615,1141.199585,not_preferential,
YDR471W,795,1,0.584743344,0.735526219,YDR471W,3608,902.9288881,1137.190035,not_preferential,
YBR010W,411,83,48.53369759,118.0868554,YBR010W,1853,463.7270592,1131.041608,not_preferential,
YIL133C,890,17,9.940636856,11.16925489,YIL133C,3932,984.0123027,1106.875481,not_preferential,
YGR148C,867,3815,2230.795859,2573.005604,YGR148C,3804,951.9793488,1099.283313,not_preferential,
YOL121C,825,7,4.093203411,4.96145868,YOL121C,3562,891.4170453,1081.816803,not_preferential,
YGR159C,1245,113,66.07599792,53.0730907,YGR159C,5347,1338.126598,1075.664468,not_preferential,
YML022W,564,15,8.771150167,15.55168469,YML022W,2392,598.615826,1063.260792,not_preferential,
YIL142W,1584,264,154.3722429,97.45722408,YIL142W,1401,350.6106907,1056.056297,not_preferential,
YOL139C,642,14,8.186406822,12.7514125,YOL139C,2689,672.9422894,1049.831965,not_preferential,
YLR448W,915,493,288.2784688,315.0584359,YLR448W,3820,955.983468,1045.933772,not_preferential,
YGR175C,1491,4,2.338973378,1.568727953,YGR175C,6226,1558.102898,1045.706643,not_preferential,
YLR355C,1188,33,19.29653037,16.24287068,YLR355C,4951,1239.024647,1043.828683,not_preferential,
YBL076C,3219,273,159.634933,49.59146724,YBL076C,1796,449.4623844,1042.836159,not_preferential,
YHR208W,1182,39,22.80499043,19.29356213,YHR208W,4907,1228.013319,1039.80806,not_preferential,
YBL002W,396,4,2.338973378,5.906498429,YBL002W,1621,405.6673303,1027.005899,not_preferential,
YEL040W,1404,16,9.355893511,6.663741817,YEL040W,5667,1418.208982,1010.84033,not_preferential,
YLR056W,1098,104,60.81330782,55.38552625,YLR056W,4428,1108.139999,1010.154967,not_preferential,
YPL079W,904,210,122.7961023,135.8363964,YPL079W,3640,910.9371266,1008.78973,not_preferential,
YNL244C,327,50,29.23716722,89.41029732,YNL244C,1310,327.8372626,1005.635775,not_preferential,
YJL136C,724,41,23.97447712,33.11391868,YJL136C,2846,712.2327094,985.1074819,not_preferential,
YMR143W,976,5,2.923716722,2.995611396,YMR143W,3825,957.2347553,981.7792362,not_preferential,
YLR344W,831,113,66.07599792,79.51383625,YLR344W,3250,813.3367202,979.9237592,not_preferential,
YOR277C,309,10,5.847433445,18.92373283,YOR277C,1197,299.5581705,972.5914626,not_preferential,
YGL076C,1662,120,70.16920133,42.21973606,YGL076C,6370,1594.139971,959.7471231,not_preferential,
YHR162W,390,5,2.923716722,7.496709544,YHR162W,1491,373.1338615,959.2130115,not_preferential,
YGR027C,654,40,23.38973378,35.76411893,YGR027C,2494,624.1420862,955.8071764,not_preferential,
YBR162C,1368,21,12.27961023,8.97632327,YBR162C,5200,1301.338752,951.9669,not_preferential,
YGR279C,1161,2,1.169486689,1.00730981,YGR279C,4402,1101.633305,949.6838838,not_preferential,
YAL012W,1185,14,8.186406822,6.908360188,YAL012W,4406,1102.634335,931.2789992,not_preferential,
YGL089C,363,20,11.69486689,32.21726416,YGL089C,1342,335.8455011,927.7500029,not_preferential,
YGR191W,1812,61,35.66934401,19.68506844,YGR191W,1353,338.598333,927.6666658,not_preferential,
YKL164C,1026,30,17.54230033,17.09775861,YKL164C,3796,949.9772891,926.8071114,not_preferential,
YBR286W,1614,37,21.63550374,13.40489699,YBR286W,5973,1494.787763,926.7128102,not_preferential,
YJL189W,542,294,171.9145433,317.1855042,YJL189W,2001,500.7651622,925.6287655,not_preferential,
YEL026W,381,84,49.11844093,128.9197925,YEL026W,1394,348.8588886,918.0497068,not_preferential,
YHL033C,771,251,146.7705795,190.3639163,YHL033C,2799,700.4706091,909.7020898,not_preferential,
YHR128W,651,73,42.68626414,65.57029823,YHR128W,2361,590.857845,909.0120692,not_preferential,
YCL043C,1569,2,1.169486689,0.745370739,YCL043C,5538,1385.925771,883.8812316,not_preferential,
YMR251W-A,180,58,33.91511398,188.4172999,YMR251W-A,632,158.1627099,883.590558,not_preferential,
YNL190W,615,49,28.65242388,46.58930712,YNL190W,2158,540.0555822,879.5693521,not_preferential,
YDL192W,546,17,9.940636856,18.20629461,YDL192W,1910,477.991734,877.0490532,not_preferential,
YBR106W,567,228,133.3214825,235.1348898,YBR106W,1981,495.7600131,875.9010832,not_preferential,
YER178W,1263,8,4.677946756,3.703837495,YER178W,4386,1097.629186,869.7537132,not_preferential,
YML106W,681,40,23.38973378,34.34615826,YML106W,2354,589.1060428,866.3324159,not_preferential,
YHL001W,815,232,135.6604559,166.4545471,YHL001W,2813,703.9742135,864.8331861,not_preferential,
YLR264W,204,15,8.771150167,42.99583415,YLR264W,701,175.4304741,864.1895276,not_preferential,
YIL069C,817,32,18.71178702,22.90304409,YIL069C,2815,704.4747284,863.326873,not_preferential,
YOR332W,702,6,3.508460067,4.997806363,YOR332W,1881,470.7342679,845.1243588,not_preferential,
YHR025W,1074,4,2.338973378,2.177815063,YHR025W,3589,898.1739965,837.0680303,not_preferential,
YOR276W,486,14,8.186406822,16.84445848,YOR276W,1611,403.1647557,831.2675376,not_preferential,
YCR024C-B,267,25,14.61858361,54.75124948,YCR024C-B,877,219.4757857,825.0969388,not_preferential,
YOR182C,603,11,6.432176789,10.66695985,YOR182C,1975,494.2584684,821.0273561,not_preferential,
YOR375C,1365,5,2.923716722,2.141917013,YOR375C,4437,1110.392316,814.070613,not_preferential,
YPL028W,1197,13,7.601663478,6.350596055,YPL028W,3888,973.0009748,813.5459655,not_preferential,
YAL042W,1248,772,451.4218619,361.7162355,YAL042W,1224,306.3151217,812.5069541,not_preferential,
YPL197C,414,44,25.72870716,62.14663564,YPL197C,1333,333.593184,807.7316804,not_preferential,
