chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM
III,14700,14711,ARS302_ARS_consensus_sequence,0,+,1,11,11,12.154375740566113
III,14870,15213,ARS303,0,.,2,280,343,0.7795809512899549
III,15185,15196,ARS303_ARS_consensus_sequence,0,-,1,11,11,12.154375740566113
III,15213,16274,ARS320,0,.,3,290,1061,0.378034306728258
III,15297,15308,ARS320_ARS_consensus_sequence,0,+,0,0,11,0.0
III,30199,30657,ARS304,0,.,2,260,458,0.5838346425599443
III,30428,30439,ARS304_ARS_consensus_sequence,0,-,1,11,11,12.154375740566113
III,39507,39595,ARS305,0,.,1,88,88,1.5192969675707642
III,39578,39589,ARS305_ARS_consensus_sequence,0,-,1,11,11,12.154375740566113
III,74457,74677,ARS306,0,.,0,0,220,0.0
III,74520,74531,ARS306_ARS_consensus_sequence,0,+,0,0,11,0.0
III,108726,109060,ARS307,0,.,3,140,334,1.200881435445155
III,108959,108970,ARS307_ARS_consensus_sequence,0,-,1,11,11,12.154375740566113
III,114320,114939,ARS308,0,.,9,471,619,1.9439146984104123
III,132042,132120,ARS309,0,.,15,78,78,25.711179451197548
III,132045,132056,ARS309_ARS_consensus_sequence,0,+,11,11,11,133.69813314622726
III,166502,167348,ARS310,0,.,28,836,846,4.4249973145323445
III,166662,166673,ARS310_ARS_consensus_sequence_1,0,+,7,11,11,85.0806301839628
III,166699,166710,ARS310_ARS_consensus_sequence_2,0,-,5,11,11,60.77187870283057
III,166755,166766,ARS310_ARS_consensus_sequence_3,0,-,4,11,11,48.61750296226445
III,194307,194367,ARS313,0,.,30,60,60,66.84906657311363
III,197459,197598,ARS314,0,.,155,139,139,149.0878463141383
III,197535,197552,ARS314_ARS_consensus_sequence,0,-,90,17,17,707.813646068262
III,224815,225061,ARS315,0,.,55,246,246,29.891859036758124
III,224852,224869,ARS315_ARS_consensus_sequence,0,+,19,17,17,149.42732528107751
III,272851,273095,ARS316,0,.,46,244,244,25.20538575707563
III,273007,273024,ARS316_ARS_consensus_sequence,0,-,11,17,17,86.51055674167645
III,292637,292694,ARS317,0,.,11,57,57,25.801394115938592
III,292673,292684,ARS317_ARS_consensus_sequence,0,-,7,11,11,85.0806301839628
III,294819,294901,ARS318,0,.,6,82,82,9.78279023021175
III,294823,294834,ARS318_ARS_consensus_sequence,0,+,6,11,11,72.92625444339669
III,315806,315879,ARS319,0,.,0,0,73,0.0
III,315820,315831,ARS319_ARS_consensus_sequence,0,+,0,0,11,0.0
IV,136,1392,ARS400,0,.,6,561,1256,0.6386853494246525
IV,852,869,ARS400_ARS_consensus_sequence,0,-,3,17,17,23.593788202275398
IV,15492,15739,ARS403,0,.,273,247,247,147.7716208458301
IV,15665,15682,ARS403_ARS_consensus_sequence,0,-,120,17,17,943.7515280910159
IV,46184,46237,ARS404,0,.,7,53,53,17.65824400044511
IV,46213,46230,ARS404_ARS_consensus_sequence,0,-,5,17,17,39.322980337125664
IV,85944,86176,ARS405,0,.,27,232,232,15.55969652994886
IV,86108,86125,ARS405_ARS_consensus_sequence,0,-,6,17,17,47.187576404550796
IV,123616,123901,ARS406,0,.,51,285,285,23.924929089324877
IV,123778,123795,ARS406_ARS_consensus_sequence,0,-,23,17,17,180.88570955077805
IV,212518,212618,ARS409,0,.,25,100,100,33.424533286556816
IV,212577,212594,ARS409_ARS_consensus_sequence,0,-,16,17,17,125.83353707880212
IV,235936,236185,ARS409.5,0,.,1,96,249,0.5369402937599488
IV,253790,254039,ARS410,0,.,1640,249,249,880.582081766316
IV,253931,253948,ARS410_ARS_consensus_sequence,0,-,737,17,17,5796.207301692322
IV,256529,256633,ARS411,0,.,707,104,104,908.8901935998333
IV,316770,317230,ARS412,0,.,53,460,460,15.404350123369662
IV,316861,316878,ARS412_ARS_consensus_sequence,0,+,20,17,17,157.29192134850265
IV,329565,329814,ARS413,0,.,102,249,249,54.767909963514775
IV,329670,329687,ARS413_ARS_consensus_sequence,0,+,38,17,17,298.85465056215503
IV,408074,408316,ARS414,0,.,8,242,242,4.419772996569496
IV,434970,435320,ARS415,0,.,50,350,350,19.099733306603895
IV,462566,462622,ARS416,0,.,0,0,56,0.0
IV,462595,462606,ARS416_ARS_consensus_sequence,0,-,0,0,11,0.0
IV,484005,484059,ARS417,0,.,94,54,54,232.7337873286178
IV,484018,484035,ARS417_ARS_consensus_sequence,0,-,77,17,17,605.5738971917352
IV,505342,505584,ARS450,0,.,378,242,242,208.83427408790868
IV,555239,555404,ARS418,0,.,5,147,165,4.051458580188704
IV,567609,567685,ARS419,0,.,4,76,76,7.036743849801434
IV,567660,567677,ARS419_ARS_consensus_sequence,0,-,3,17,17,23.593788202275398
IV,628937,629582,ARS420,0,.,263,645,645,54.51567289528336
IV,640005,640072,ARS421,0,.,62,67,67,123.72066052337448
IV,640045,640062,ARS421_ARS_consensus_sequence,0,-,42,17,17,330.3130348318556
IV,702886,703132,ARS422,0,.,15,246,246,8.152325191843126
IV,702923,702940,ARS422_ARS_consensus_sequence,0,+,6,17,17,47.187576404550796
IV,748391,748637,ARS451,0,.,143,246,246,77.71883349557113
IV,748455,748472,ARS451_ARS_consensus_sequence,0,+,62,17,17,487.6049561803582
IV,753241,753386,ARS423,0,.,52,145,145,47.946916714509086
IV,753316,753333,ARS423_ARS_consensus_sequence,0,-,33,17,17,259.53167022502936
IV,806051,806277,ARS425,0,.,48,226,226,28.396063677074814
IV,806098,806115,ARS425_ARS_consensus_sequence,0,+,26,17,17,204.47949775305344
IV,899050,899596,ARS427,0,.,83,546,546,20.32407518523235
IV,913789,914038,ARS428,0,.,49,249,249,26.310074394237493
IV,913855,913872,ARS428_ARS_consensus_sequence,0,+,15,17,17,117.96894101137698
IV,921691,921939,ARS429,0,.,27,248,248,14.555845140919903
IV,921735,921752,ARS429_ARS_consensus_sequence,0,+,12,17,17,94.37515280910159
IV,1016669,1016911,ARS430,0,.,2,44,242,1.104943249142374
IV,1016829,1016846,ARS430_ARS_consensus_sequence,0,-,0,0,17,0.0
IV,1057840,1057951,ARS431,0,.,45,111,111,54.20194587009213
IV,1057886,1057903,ARS431_ARS_consensus_sequence,0,+,10,17,17,78.64596067425133
IV,1109963,1110204,ARS452,0,.,34,241,241,18.861977290339116
IV,1159261,1159510,ARS432,0,.,0,0,249,0.0
IV,1159446,1159461,ARS432_ARS_consensus_sequence,0,-,0,0,15,0.0
IV,1166066,1166212,ARS453,0,.,19,146,146,17.3990721217693
IV,1166166,1166181,ARS453_ARS_consensus_sequence,0,-,9,15,15,80.21887988773635
IV,1240881,1241110,ARS433,0,.,14,229,229,8.17368499583922
IV,1240918,1240935,ARS433_ARS_consensus_sequence,0,+,7,17,17,55.05217247197593
IV,1276224,1276452,ARS434,0,.,6,228,228,3.518371924900717
IV,1302688,1302768,ARS435,0,.,8,80,80,13.369813314622725
IV,1305756,1306312,ARS436,0,.,24,556,556,5.771142437966644
IV,1379640,1380100,ARS439,0,.,72,460,460,20.926664318539917
IV,1404289,1404524,ARS440,0,.,3,126,235,1.7067846784624756
IV,1404321,1404338,ARS440_ARS_consensus_sequence,0,+,1,17,17,7.864596067425133
IV,1454508,1455087,ARS442,0,.,820,579,579,189.3479605870576
IV,1461861,1462173,ARS443,0,.,303,312,312,129.84145622854763
IV,1486917,1487161,ARS446,0,.,10,244,244,5.4794316863207895
IV,1487075,1487092,ARS446_ARS_consensus_sequence,0,-,4,17,17,31.45838426970053
V,4096,4185,ARS502,0,.,0,0,89,0.0
V,6377,6453,ARS503,0,.,1,48,76,1.7591859624503585
V,8785,10019,ARS504,0,.,59,1234,1234,6.392374275224804
V,59337,59477,ARS507,0,.,2,140,140,1.9099733306603892
V,59453,59470,ARS507_ARS_consensus_sequence,0,-,1,17,17,7.864596067425133
V,93977,94218,ARS508,0,.,1,39,241,0.5547640379511505
V,94054,94071,ARS508_ARS_consensus_sequence,0,+,0,0,17,0.0
V,145677,145840,ARS510,0,.,105,163,163,86.12456429664945
V,173699,173864,ARS511,0,.,213,165,165,172.5921355160388
V,173791,173808,ARS511_ARS_consensus_sequence,0,-,115,17,17,904.4285477538903
V,212382,212631,ARS512,0,.,19,249,249,10.201865581439026
V,212453,212470,ARS512_ARS_consensus_sequence,0,+,9,17,17,70.78136460682619
V,257957,258737,ARS513,0,.,96,780,780,16.45515484876643
V,276129,276528,ARS513.5,0,.,7,368,399,2.345581283267145
V,278075,278357,ARS513.7,0,.,2,80,282,0.9482137102569309
V,278160,278177,ARS513.7_ARS_consensus_sequence,0,-,0,0,17,0.0
V,287551,287629,ARS514,0,.,13,78,78,22.283022191037876
V,287564,287581,ARS514_ARS_consensus_sequence,0,+,8,17,17,62.91676853940106
V,316599,316807,ARS515,0,.,50,208,208,32.13897431399693
V,353577,353636,ARS516,0,.,52,59,59,117.83564277294606
V,353581,353598,ARS516_ARS_consensus_sequence,0,+,42,17,17,330.3130348318556
V,406751,406953,ARS517,0,.,12,202,202,7.942463355221421
V,438933,439182,ARS518,0,.,26,249,249,13.96044763775867
V,439085,439102,ARS518_ARS_consensus_sequence,0,-,12,17,17,94.37515280910159
V,442415,442735,ARS519,0,.,9,320,320,3.7602599947376416
V,498883,499182,ARS520,0,.,10,299,299,4.471509469773487
V,498883,498900,ARS520_ARS_consensus_sequence,0,+,4,17,17,31.45838426970053
V,520771,521030,ARS521,0,.,29,259,259,14.970061240311159
V,549565,549814,ARS522,0,.,11,249,249,5.906343231359437
V,569617,569695,ARS523,0,.,1,78,78,1.7140786300798365
V,569628,569645,ARS523_ARS_consensus_sequence,0,+,1,17,17,7.864596067425133
VI,5425,5529,ARS600,0,.,3,76,104,3.8566769176796325
VI,5481,5492,ARS600_ARS_consensus_sequence,0,-,1,9,11,12.154375740566113
VI,20701,20900,ARS600.4,0,.,3,107,199,2.015549745923024
VI,32472,32995,ARS601,0,.,14,523,523,3.578917522078741
VI,32707,32718,ARS601_ARS_consensus_sequence,0,+,4,11,11,48.61750296226445
VI,32666,33247,ARS602,0,.,25,581,581,5.752931718856594
VI,32959,32970,ARS602_ARS_consensus_sequence,0,-,3,11,11,36.46312722169834
VI,68758,68861,ARS603,0,.,2,54,103,2.5960802552665485
VI,68828,68839,ARS603_ARS_consensus_sequence_1,0,+,0,0,11,0.0
VI,68844,68855,ARS603_ARS_consensus_sequence_2,0,-,0,0,11,0.0
VI,104462,104701,ARS603.1,0,.,14,229,239,7.831689807728793
VI,118636,118957,ARS603.5,0,.,182,321,321,75.80392595829707
VI,118677,118688,ARS603.5_ARS_consensus_sequence,0,-,57,11,11,692.7994172122685
VI,127750,128071,ARS604,0,.,168,321,321,69.97285473073576
VI,127868,127879,ARS604_ARS_consensus_sequence,0,+,57,11,11,692.7994172122685
VI,135984,136085,ARS605,0,.,7,101,101,9.266207247758324
VI,136036,136047,ARS605_ARS_consensus_sequence,0,-,7,11,11,85.0806301839628
VI,167546,167801,ARS606,0,.,7,220,255,3.6701448314650618
VI,167725,167736,ARS606_ARS_consensus_sequence,0,-,3,11,11,36.46312722169834
VI,199394,199505,ARS607,0,.,13,111,111,15.658339918026615
VI,199415,199426,ARS607_ARS_consensus_sequence,0,+,1,11,11,12.154375740566113
VI,216356,216704,ARS608,0,.,88,348,348,33.80872332433333
VI,216483,216494,ARS608_ARS_consensus_sequence,0,+,19,11,11,230.93313907075617
VI,256276,256431,ARS609,0,.,2,127,155,1.7251372018868032
VI,256374,256385,ARS609_ARS_consensus_sequence,0,-,1,11,11,12.154375740566113
VI,269416,270035,ARS610,0,.,0,0,619,0.0
VII,64359,64464,ARS702,0,.,44,105,105,56.025884366038085
VII,64443,64458,ARS702_ARS_consensus_sequence,0,-,27,15,15,240.65663966320906
VII,112078,112317,ARS704,0,.,23,239,239,12.866347541268732
VII,112124,112139,ARS704_ARS_consensus_sequence,0,+,8,15,15,71.3056710113212
VII,117560,117854,ARS706,0,.,1,116,294,0.4547555549191403
VII,163217,163318,ARS707,0,.,37,101,101,48.97852402386543
VII,163235,163250,ARS707_ARS_consensus_sequence,0,+,20,15,15,178.264177528303
VII,187463,187796,ARS709,0,.,53,333,333,21.279282452702837
VII,203913,204155,ARS710,0,.,6,165,242,3.314829747427122
VII,203971,203986,ARS710_ARS_consensus_sequence,0,+,0,0,15,0.0
VII,231906,231981,ARS701,0,.,246,75,75,438.5298767196254
VII,241084,241353,ARS712,0,.,74,269,269,36.7794120922707
VII,285990,286081,ARS714,0,.,55,91,91,80.80656398947801
VII,286003,286018,ARS714_ARS_consensus_sequence,0,+,31,15,15,276.30947516886965
VII,288450,288512,ARS715,0,.,18,62,62,38.815587042453075
VII,352759,352906,ARS716,0,.,10,147,147,9.095111098382807
VII,352848,352865,ARS716_ARS_consensus_sequence,0,-,7,17,17,55.05217247197593
VII,388657,388891,ARS717,0,.,11,234,234,6.2849549769594
VII,388831,388846,ARS717_ARS_consensus_sequence,0,-,4,15,15,35.6528355056606
VII,421170,421279,ARS718,0,.,3,109,109,3.6797651324649703
VII,421264,421279,ARS718_ARS_consensus_sequence,0,-,2,15,15,17.8264177528303
VII,484929,485157,ARS719,0,.,10,228,228,5.863953208167862
VII,485095,485110,ARS719_ARS_consensus_sequence,0,-,3,15,15,26.73962662924545
VII,508728,508977,ARS720,0,.,4,190,249,2.147761175039795
VII,508892,508909,ARS720_ARS_consensus_sequence,0,-,3,17,17,23.593788202275398
VII,568489,568737,ARS721,0,.,55,248,248,29.65079565742943
VII,568645,568660,ARS721_ARS_consensus_sequence,0,-,30,15,15,267.3962662924545
VII,574621,574915,ARS722,0,.,43,294,294,19.554488861523033
VII,574700,574717,ARS722_ARS_consensus_sequence,0,+,20,17,17,157.29192134850265
VII,575483,576346,ARS723,0,.,171,863,863,26.49175060023738
VII,581435,582213,ARS724,0,.,85,775,778,14.607122515975986
VII,659906,660002,ARS727,0,.,42,96,96,58.492933251474426
VII,659985,660000,ARS727_ARS_consensus_sequence,0,-,27,15,15,240.65663966320906
VII,715311,715377,ARS728,0,.,4,66,66,8.102917160377409
VII,715314,715329,ARS728_ARS_consensus_sequence,0,+,2,15,15,17.8264177528303
VII,777965,778214,ARS729,0,.,3,249,249,1.6108208812798464
VII,778013,778028,ARS729_ARS_consensus_sequence_1,0,+,1,15,15,8.91320887641515
VII,778179,778196,ARS729_ARS_consensus_sequence_2,0,-,1,17,17,7.864596067425133
VII,834490,834734,ARS731,0,.,4,191,244,2.1917726745283157
VII,834649,834664,ARS731_ARS_consensus_sequence,0,-,1,15,15,8.91320887641515
VII,888412,888493,ARS737,0,.,3,81,81,4.951782709119528
VII,888413,888430,ARS737_ARS_consensus_sequence,0,+,1,17,17,7.864596067425133
VII,977727,977976,ARS733,0,.,0,0,249,0.0
VII,977890,977905,ARS733_ARS_consensus_sequence,0,-,0,0,15,0.0
VII,999455,999576,ARS734,0,.,3,121,121,3.314829747427122
VII,999503,999520,ARS734_ARS_consensus_sequence,0,+,2,17,17,15.729192134850265
VII,1002238,1002522,ARS735,0,.,0,0,284,0.0
VII,1083794,1084863,ARS736,0,.,5,497,1069,0.6253420633593417
VIII,5470,6401,ARS801,0,.,6,389,931,0.8616421040573184
VIII,7701,7767,ARS802,0,.,9,66,66,18.23156361084917
VIII,7738,7755,ARS802_ARS_consensus_sequence,0,-,7,17,17,55.05217247197593
VIII,64295,64371,ARS805,0,.,137,76,76,241.00847685569912
VIII,64298,64315,ARS805_ARS_consensus_sequence,0,+,83,17,17,652.761473596286
VIII,116178,116421,ARS806,0,.,34,243,243,18.706734678895995
VIII,133437,133539,ARS807,0,.,35,102,102,45.87681039331327
VIII,133513,133530,ARS807_ARS_consensus_sequence,0,-,27,17,17,212.34409382047858
VIII,140348,141274,ARS808,0,.,78,926,926,11.261829789854996
VIII,168548,168723,ARS809,0,.,1,22,175,0.7639893322641558
VIII,212719,213185,ARS810,0,.,384,466,466,110.17185220633318
VIII,214717,215183,ARS811,0,.,382,466,466,109.59804047609187
VIII,245772,245847,ARS813,0,.,8,75,75,14.261134202264241
VIII,245788,245805,ARS813_ARS_consensus_sequence,0,+,6,17,17,47.187576404550796
VIII,286769,287128,ARS814,0,.,54,359,359,20.110582701660924
VIII,297059,297179,ARS815,0,.,0,0,120,0.0
VIII,392179,392395,ARS818,0,.,47,216,216,29.091723416077226
VIII,392232,392249,ARS818_ARS_consensus_sequence,0,-,19,17,17,149.42732528107751
VIII,447713,447795,ARS820,0,.,30,82,82,48.913951151058754
VIII,447776,447793,ARS820_ARS_consensus_sequence,0,-,23,17,17,180.88570955077805
VIII,501755,501996,ARS822,0,.,6,241,241,3.3285842277069024
VIII,556000,556331,ARS824,0,.,1,59,331,0.4039218524055204
IX,7469,8793,ARS902,0,.,37,1253,1324,3.7362771347510635
IX,16140,16784,ARS904,0,.,9,565,644,1.868452171298207
IX,73819,73991,ARS907,0,.,87,172,172,67.62638130070798
IX,105869,106053,ARS909,0,.,17,184,184,12.352544910249257
IX,113236,113806,ARS910,0,.,45,570,570,10.555115774702152
IX,136097,136338,ARS911,0,.,16,19,241,8.876224607218408
IX,136271,136288,ARS911_ARS_consensus_sequence,0,-,0,0,17,0.0
IX,175037,175358,ARS912,0,.,50,321,321,20.82525438414755
IX,175169,175186,ARS912_ARS_consensus_sequence,0,+,21,17,17,165.1565174159278
IX,214623,214754,ARS913,0,.,126,131,131,128.59515096507354
IX,214731,214748,ARS913_ARS_consensus_sequence,0,+,70,17,17,550.5217247197593
IX,245755,245925,ARS923,0,.,3,170,170,2.3593788202275396
IX,245863,245880,ARS923_ARS_consensus_sequence,0,-,1,17,17,7.864596067425133
IX,247704,247760,ARS914,0,.,3,56,56,7.16239998997646
IX,247735,247752,ARS914_ARS_consensus_sequence,0,-,1,17,17,7.864596067425133
IX,248395,248850,ARS915,0,.,1,68,455,0.29384205087082915
IX,313860,314035,ARS918,0,.,30,175,175,22.919679967924672
IX,341975,342045,ARS919,0,.,13,70,70,24.82965329858506
IX,357159,357396,ARS920,0,.,48,237,237,27.078102915691595
IX,357221,357238,ARS920_ARS_consensus_sequence,0,+,22,17,17,173.0211134833529
IX,362923,363221,ARS921,0,.,10,298,298,4.486514535108297
IX,411934,412011,ARS922,0,.,2,77,77,3.47267878301889
IX,411984,412001,ARS922_ARS_consensus_sequence,0,-,2,17,17,15.729192134850265
X,64,577,ARS1001,0,.,1,9,513,0.2606201425852383
X,7444,7943,ARS1002,0,.,23,499,499,6.162439002731918
X,16123,16762,ARS1003,0,.,9,530,639,1.8830722978341867
X,23661,24158,ARS1004,0,.,6,332,497,1.61406196957216
X,23818,23835,ARS1004_ARS_consensus_sequence,0,+,1,17,17,7.864596067425133
X,67662,67736,ARS1005,0,.,260,74,74,469.75019754079847
X,99457,99678,ARS1006,0,.,15,221,221,9.074533923952076
X,99600,99617,ARS1006_ARS_consensus_sequence,0,-,5,17,17,39.322980337125664
X,113677,113749,ARS1007,0,.,0,0,72,0.0
X,113727,113744,ARS1007_ARS_consensus_sequence,0,-,0,0,17,0.0
X,204028,204917,ARS1008,0,.,45,854,889,6.767622037773033
X,204224,204241,ARS1008_ARS_consensus_sequence,0,-,3,17,17,23.593788202275398
X,228551,229043,ARS1009,0,.,41,492,492,11.141511095518938
X,228558,228575,ARS1009_ARS_consensus_sequence,0,-,9,17,17,70.78136460682619
X,298980,299245,ARS1010,0,.,140,265,265,70.63297600178043
X,337280,337529,ARS1011,0,.,2,194,249,1.0738805875198976
X,374879,375122,ARS1012,0,.,91,243,243,50.068025169986335
X,375705,376227,ARS1013,0,.,152,522,522,38.93125716135353
X,417194,417440,ARS1014,0,.,4,246,246,2.1739533844915
X,442555,442965,ARS1015,0,.,12,410,410,3.9131160920847
X,454583,455555,ARS1016,0,.,6,450,972,0.825297118186588
X,459336,459895,ARS1017,0,.,37,559,559,8.84942920645869
X,540545,540780,ARS1018,0,.,12,235,235,6.8271387138499025
X,612845,613278,ARS1019,0,.,61,433,433,18.83507187510361
X,654374,654614,ARS1020,0,.,6,240,240,3.3424533286556812
X,684008,684098,ARS1021,0,.,29,90,90,43.080509569339895
X,711895,712142,ARS1022,0,.,16,247,247,8.660607815140226
X,729982,730513,ARS1023,0,.,453,531,531,114.05885935073624
X,737033,737275,ARS1024,0,.,39,242,242,21.546393358276294
X,744407,745008,ARS1025,0,.,20,570,601,4.44918912300257
X,744631,744648,ARS1025_ARS_consensus_sequence,0,+,5,17,17,39.322980337125664
XI,7527,8309,ARS1102,0,.,4,383,782,0.6838779189065333
XI,55670,55917,ARS1103,0,.,176,247,247,95.2666859665425
XI,55850,55867,ARS1103_ARS_consensus_sequence,0,-,66,17,17,519.0633404500587
XI,88788,89287,ARS1104,0,.,3,123,499,0.8037963916606848
XI,98363,98523,ARS1125,0,.,0,0,160,0.0
XI,98384,98401,ARS1125_ARS_consensus_sequence,0,+,0,0,17,0.0
XI,153019,153135,ARS1106,0,.,61,116,116,70.30677691310227
XI,153105,153122,ARS1106_ARS_consensus_sequence,0,-,37,17,17,290.9900544947299
XI,196041,196287,ARS1126,0,.,35,246,246,19.022092114300627
XI,213438,213743,ARS1127,0,.,22,305,305,9.64379976792459
XI,329681,329930,ARS1109,0,.,17,249,249,9.12798499391913
XI,388969,389264,ARS1112,0,.,222,295,295,100.61351036766932
XI,417184,417417,ARS1113,0,.,48,233,233,27.542963051583296
XI,448019,448254,ARS1114,0,.,2,59,235,1.137856452308317
XI,462698,463742,ARS1115,0,.,141,1044,1044,18.05693177549621
XI,517016,517265,ARS1116,0,.,0,0,249,0.0
XI,581832,582070,ARS1118,0,.,10,238,238,5.61756861958938
XI,612377,612463,ARS1120,0,.,37,86,86,57.52128984198149
XI,642726,642973,ARS1123,0,.,7,244,247,3.789015919123849
XII,30208,31384,ARS1202,0,.,736,1176,1176,83.67502210512181
XII,91418,91660,ARS1206,0,.,56,242,242,30.93841097598647
XII,91465,91482,ARS1206_ARS_consensus_sequence,0,+,23,17,17,180.88570955077805
XII,138184,139164,ARS1207,0,.,131,980,980,17.871893308322214
XII,150946,151389,ARS1208,0,.,12,345,443,3.6216198594914832
XII,151077,151094,ARS1208_ARS_consensus_sequence,0,+,4,17,17,31.45838426970053
XII,156647,156884,ARS1209,0,.,12,234,237,6.769525728922899
XII,222219,222676,ARS1210,0,.,495,457,457,144.81526456757658
XII,231178,231421,ARS1211,0,.,385,243,243,211.8262603345576
XII,231249,231266,ARS1211_ARS_consensus_sequence,0,+,167,17,17,1313.387543259997
XII,289314,289444,ARS1212,0,.,38,130,130,39.08099276582028
XII,289405,289422,ARS1212_ARS_consensus_sequence,0,-,22,17,17,173.0211134833529
XII,343576,344032,ARS1212.5,0,.,4,211,456,1.1727906416335725
XII,343854,343871,ARS1212.5_ARS_consensus_sequence,0,+,2,17,17,15.729192134850265
XII,373253,373332,ARS1213,0,.,0,0,79,0.0
XII,384533,384725,ARS1214,0,.,26,192,192,18.104955530218273
XII,412685,412893,ARS1215,0,.,19,208,208,12.212810239318836
XII,450484,450725,ARS1216,0,.,0,0,241,0.0
XII,450505,450522,ARS1216_ARS_consensus_sequence,0,+,0,0,17,0.0
XII,458990,459097,ARS1200-1,0,.,2259,107,107,2822.6549792273586
XII,459077,459088,ARS1200-1_ARS_consensus_sequence,0,-,1363,11,11,16566.414134391613
XII,468127,468234,ARS1200-2,0,.,2257,107,107,2820.155948701261
XII,468214,468225,ARS1200-2_ARS_consensus_sequence,0,-,1398,11,11,16991.817285311427
XII,512866,513115,ARS1217,0,.,0,0,249,0.0
XII,513069,513086,ARS1217_ARS_consensus_sequence,0,-,0,0,17,0.0
XII,603023,603132,ARS1218,0,.,19,109,109,23.305179172278145
XII,603093,603110,ARS1218_ARS_consensus_sequence,0,-,11,17,17,86.51055674167645
XII,623197,623861,ARS1219,0,.,1082,664,664,217.86352419309924
XII,659883,659935,ARS1220,0,.,7,52,52,17.997825615838284
XII,659891,659908,ARS1220_ARS_consensus_sequence,0,+,6,17,17,47.187576404550796
